split,sample_id,view,image_path,rot_rotation_angle_deg,rot_horizon_roll_deg,rot_shadow_axis_angle_deg,rot_shadow_axis_wrapped_deg,rot_shadow_area_ratio,rot_line_count,rot_applied_rotation_deg,before_checker_line_count,before_vp_x,before_vp_y,before_vp_spread,before_vp_pitch_proxy,before_vp_intersections,before_shadow_area_ratio,before_shadow_angle_deg,before_shadow_elongation,before_laplacian_var,before_noise_residual_std,before_fft_high_freq_ratio,before_edge_density,before_angle_proxy_deg,before_angle_proxy_abs_deg,before_shadow_proxy_deg,before_shadow_proxy_abs_deg,before_horizon_line_count,after_checker_line_count,after_vp_x,after_vp_y,after_vp_spread,after_vp_pitch_proxy,after_vp_intersections,after_shadow_area_ratio,after_shadow_angle_deg,after_shadow_elongation,after_laplacian_var,after_noise_residual_std,after_fft_high_freq_ratio,after_edge_density,after_angle_proxy_deg,after_angle_proxy_abs_deg,after_shadow_proxy_deg,after_shadow_proxy_abs_deg,after_horizon_line_count,rot_checker_roll_deg,rot_shadow_roll_deg
dev,DEV_006,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_006/front.png,-8.93956470489502,-8.93956470489502,159.47213317821658,159.4721331782166,0.0302734375,24,0.0,36,140.1634979248047,178.76171875,0.32123643159866333,0.4655253092447917,439,0.0302734375,159.47213317821658,1.8889502221891044,323.7319030761719,5.028461456298828,0.6210659742355347,0.0809665256076389,-8.93956470489502,8.93956470489502,159.4721331782166,20.52786682178339,24.0,36,140.1634979248047,178.76171875,0.32123643159866333,0.4655253092447917,439,0.0302734375,159.47213317821658,1.8889502221891044,323.7319030761719,5.028461456298828,0.6210659742355347,0.0809665256076389,-8.93956470489502,8.93956470489502,159.4721331782166,20.52786682178339,24.0,,
dev,DEV_006,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_006/top.png,4.885664859661688,,45.814156325131776,,0.05477566189236111,28,4.885664859661688,28,190.60157775878906,191.86837768554688,0.2877538502216339,0.49965723355611164,209,0.05477566189236111,45.814156325131776,3.866792830193787,144.49029541015625,3.4328062534332275,0.5846682786941528,0.040771484375,-5.0730109214782715,5.0730109214782715,-44.185843674868224,44.185843674868224,,28,196.72706604003906,188.50555419921875,0.2904277741909027,0.49089988072713214,192,0.059285481770833336,-136.4670235633551,3.8170613070504418,69.92294311523438,2.6571109294891357,0.5311024188995361,0.040730794270833336,-9.747090339660645,9.747090339660645,43.5329764366449,43.5329764366449,,-4.885664859661688,-44.185843674868224
dev,DEV_007,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_007/front.png,-6.8427734375,-6.8427734375,178.6813594502906,178.68135945029064,0.044257269965277776,21,0.0,32,225.10145568847656,160.15383911132812,0.2776997983455658,0.417067289352417,359,0.044257269965277776,178.6813594502906,3.3634489007633284,450.52178955078125,5.507012844085693,0.6503294706344604,0.07697889539930555,-6.8427734375,6.8427734375,178.68135945029064,1.3186405497093574,21.0,32,225.10145568847656,160.15383911132812,0.2776997983455658,0.417067289352417,359,0.044257269965277776,178.6813594502906,3.3634489007633284,450.52178955078125,5.507012844085693,0.6503294706344604,0.07697889539930555,-6.8427734375,6.8427734375,178.68135945029064,1.3186405497093574,21.0,,
dev,DEV_007,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_007/top.png,9.176556566614494,,117.80922732660113,,0.02825927734375,30,9.176556566614494,30,192.36935424804688,231.70608520507812,0.27994585037231445,0.603401263554891,225,0.02825927734375,117.80922732660113,1.9395468329687455,277.4619445800781,4.143298625946045,0.6303768754005432,0.04081895616319445,-9.090276718139648,9.090276718139648,27.809227326601132,27.809227326601132,,27,171.2844696044922,255.3833770751953,0.2795170843601227,0.6650608777999878,191,0.03276231553819445,98.59874742994982,1.892053784738264,111.6585922241211,3.0329227447509766,0.5668834447860718,0.03996446397569445,-18.027156829833984,18.027156829833984,8.59874742994981,8.59874742994981,,-9.176556566614494,27.809227326601132
dev,DEV_008,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_008/front.png,-11.138559341430664,-11.138559341430664,178.6130001026223,178.61300010262232,0.015001085069444444,24,0.0,40,168.0813446044922,159.66787719726562,0.2663201093673706,0.4158017635345459,543,0.015001085069444444,178.6130001026223,14.753601464706046,421.48565673828125,5.51128625869751,0.6553371548652649,0.0850558810763889,-11.138559341430664,11.138559341430664,178.61300010262232,1.3869998973776774,24.0,40,168.0813446044922,159.66787719726562,0.2663201093673706,0.4158017635345459,543,0.015001085069444444,178.6130001026223,14.753601464706046,421.48565673828125,5.51128625869751,0.6553371548652649,0.0850558810763889,-11.138559341430664,11.138559341430664,178.61300010262232,1.3869998973776774,24.0,,
dev,DEV_008,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_008/top.png,3.302834668211233,,126.32879091929236,,0.024041069878472224,40,3.302834668211233,40,195.4469451904297,183.24154663085938,0.2520926296710968,0.4771915276845296,464,0.024041069878472224,126.32879091929236,13.517312452044395,262.65704345703125,4.132383823394775,0.6384422779083252,0.040303548177083336,-3.544766426086426,3.544766426086426,36.32879091929237,36.32879091929237,,28,178.53363037109375,161.54525756835938,0.2761301100254059,0.42069077491760254,195,0.023681640625,123.10920039853467,12.868583071717664,104.56523895263672,3.0429327487945557,0.5786541104316711,0.03973388671875,-6.8427734375,6.8427734375,33.109200398534654,33.109200398534654,,-3.302834668211233,36.32879091929237
dev,DEV_009,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_009/front.png,-12.070145606994629,-12.070145606994629,132.67057062350526,132.67057062350523,0.08165825737847222,24,0.0,40,164.22955322265625,144.024169921875,0.27582892775535583,0.3750629425048828,550,0.08165825737847222,132.67057062350526,2.1618326123792118,457.0773010253906,5.904913425445557,0.6278058290481567,0.11279296875,-12.070145606994629,12.070145606994629,132.67057062350523,47.32942937649477,24.0,40,164.22955322265625,144.024169921875,0.27582892775535583,0.3750629425048828,550,0.08165825737847222,132.67057062350526,2.1618326123792118,457.0773010253906,5.904913425445557,0.6278058290481567,0.11279296875,-12.070145606994629,12.070145606994629,132.67057062350523,47.32942937649477,24.0,,
dev,DEV_009,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_009/top.png,-0.14189037029453275,,61.313248234269835,,0.08191596137152778,37,-0.14189037029453275,37,192.2769012451172,254.0,0.2501367926597595,0.6614583333333334,344,0.08191596137152778,61.313248234269835,2.689971615670315,184.41249084472656,3.94985294342041,0.5765330195426941,0.041666666666666664,0.0,0.0,-28.686751765730165,28.686751765730165,,37,139.0,201.0,0.23952168226242065,0.5234375,342,0.08229573567708333,61.58178265035253,2.6656630909176426,110.93080139160156,3.2814183235168457,0.5323153734207153,0.04188368055555555,0.0,0.0,-28.418217349647477,28.418217349647477,,0.14189037029453275,-28.686751765730165
dev,DEV_010,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_010/front.png,-10.007979393005371,-10.007979393005371,174.05996032368523,174.05996032368523,0.052863226996527776,24,0.0,40,121.57120513916016,169.19137573242188,0.24255110323429108,0.44060254096984863,531,0.052863226996527776,174.05996032368523,3.845045875855609,386.9610595703125,5.443729877471924,0.6377975344657898,0.08319769965277778,-10.007979393005371,10.007979393005371,174.05996032368523,5.940039676314768,24.0,40,121.57120513916016,169.19137573242188,0.24255110323429108,0.44060254096984863,531,0.052863226996527776,174.05996032368523,3.845045875855609,386.9610595703125,5.443729877471924,0.6377975344657898,0.08319769965277778,-10.007979393005371,10.007979393005371,174.05996032368523,5.940039676314768,24.0,,
dev,DEV_010,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_010/top.png,-8.16174604396738,,125.15656823148872,,0.030965169270833332,32,-8.16174604396738,32,185.1878204345703,142.17637634277344,0.2509949505329132,0.37025098005930585,256,0.030965169270833332,125.15656823148872,2.2782600691343,204.7722930908203,3.9599926471710205,0.6066538691520691,0.043986002604166664,8.086264610290527,8.086264610290527,35.156568231488734,35.156568231488734,,32,195.7105712890625,146.29864501953125,0.24452796578407288,0.3809860547383626,256,0.039191351996527776,131.77844715328177,2.4786079425792495,94.55743408203125,2.996192216873169,0.5211471915245056,0.042073567708333336,16.020292282104492,16.020292282104492,41.778447153281775,41.778447153281775,,8.16174604396738,35.156568231488734
dev,DEV_011,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_011/front.png,-13.276396751403809,-13.276396751403809,59.04113015375541,59.041130153755404,0.04057481553819445,18,0.0,35,198.6863555908203,148.4248504638672,0.27552637457847595,0.3865230480829875,399,0.04057481553819445,59.04113015375541,2.2412985619280787,592.5773315429688,6.302289962768555,0.6411417722702026,0.10444471571180555,-13.276396751403809,13.276396751403809,59.041130153755404,59.041130153755404,18.0,35,198.6863555908203,148.4248504638672,0.27552637457847595,0.3865230480829875,399,0.04057481553819445,59.04113015375541,2.2412985619280787,592.5773315429688,6.302289962768555,0.6411417722702026,0.10444471571180555,-13.276396751403809,13.276396751403809,59.041130153755404,59.041130153755404,18.0,,
dev,DEV_011,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_011/top.png,-2.852770728708007,,-162.93113869047724,,0.035868326822916664,34,-2.852770728708007,34,231.13214111328125,161.2454833984375,0.28586533665657043,0.41991011301676434,288,0.035868326822916664,-162.93113869047724,2.814533499758399,284.2520751953125,4.386969089508057,0.6296923756599426,0.041707356770833336,2.900505781173706,2.900505781173706,17.06886130952276,17.06886130952276,,28,212.62197875976562,193.04139709472656,0.25377312302589417,0.5027119716008505,195,0.041937934027777776,-165.7179971782995,2.600910100926759,114.20197296142578,3.2113850116729736,0.5531669855117798,0.039788140190972224,5.856013774871826,5.856013774871826,14.282002821700502,14.282002821700502,,2.852770728708007,17.06886130952276
dev,DEV_012,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_012/front.png,9.921658515930176,9.921658515930176,-155.18100017180825,24.81899982819175,0.006496853298611111,24,0.0,40,180.97293090820312,137.52276611328125,0.3088478744029999,0.35813220342000324,569,0.006496853298611111,-155.18100017180825,9.485403670738586,504.7369384765625,6.1783127784729,0.6462730765342712,0.10734727647569445,9.921658515930176,9.921658515930176,24.81899982819175,24.81899982819175,24.0,40,180.97293090820312,137.52276611328125,0.3088478744029999,0.35813220342000324,569,0.006496853298611111,-155.18100017180825,9.485403670738586,504.7369384765625,6.1783127784729,0.6462730765342712,0.10734727647569445,9.921658515930176,9.921658515930176,24.81899982819175,24.81899982819175,24.0,,
dev,DEV_012,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_012/top.png,-0.8500996992624988,,179.2739297594175,,0.0016615125868055555,40,-0.8500996992624988,40,196.0,201.0992889404297,0.26285240054130554,0.5236960649490356,384,0.0016615125868055555,179.2739297594175,5.22658653694879,201.77752685546875,3.9355196952819824,0.6027964949607849,0.0379638671875,0.9290392994880676,0.9290392994880676,-0.7260702405824873,0.7260702405824873,,31,248.80319213867188,202.07614135742188,0.2323991060256958,0.5262399514516195,234,0.001559787326388889,-178.21507290937137,4.519744539432735,92.27725219726562,3.025925636291504,0.54400235414505,0.03793674045138889,1.8476102352142334,1.8476102352142334,1.7849270906286279,1.7849270906286279,,0.8500996992624988,-0.7260702405824873
dev,DEV_013,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_013/front.png,10.007979393005371,10.007979393005371,-167.39727423902943,12.602725760970571,0.00927734375,24,0.0,40,212.15576171875,138.33082580566406,0.2461058497428894,0.3602365255355835,509,0.00927734375,-167.39727423902943,15.003367871530157,353.9895324707031,5.45515251159668,0.6292733550071716,0.09639485677083333,10.007979393005371,10.007979393005371,12.602725760970571,12.602725760970571,24.0,40,212.15576171875,138.33082580566406,0.2461058497428894,0.3602365255355835,509,0.00927734375,-167.39727423902943,15.003367871530157,353.9895324707031,5.45515251159668,0.6292733550071716,0.09639485677083333,10.007979393005371,10.007979393005371,12.602725760970571,12.602725760970571,24.0,,
dev,DEV_013,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_013/top.png,7.989116519337983,,156.50940779519888,,0.012491861979166666,29,7.989116519337983,29,178.91673278808594,207.3845977783203,0.2681398093700409,0.5400640567143759,219,0.012491861979166666,156.50940779519888,11.207750398105023,162.49935913085938,3.6949045658111572,0.6000680327415466,0.04060194227430555,-7.90160608291626,7.90160608291626,-23.490592204801118,23.490592204801118,,32,205.09140014648438,194.03952026367188,0.30945536494255066,0.5053112506866455,282,0.0038859049479166665,149.25102736011857,3.7266642008698594,81.18624114990234,2.8650169372558594,0.5266087055206299,0.04031711154513889,-15.904703140258789,15.904703140258789,-30.74897263988143,30.74897263988143,,-7.989116519337983,-23.490592204801118
dev,DEV_014,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_014/front.png,-0.902221143245697,-0.902221143245697,-147.10680396907733,32.89319603092267,0.004421657986111111,24,0.0,40,187.2193145751953,129.55845642089844,0.33309200406074524,0.33739181359608966,574,0.004421657986111111,-147.10680396907733,9.910959279850744,343.18231201171875,5.209710597991943,0.6351814270019531,0.09123399522569445,-0.902221143245697,0.902221143245697,32.89319603092267,32.89319603092267,24.0,40,187.2193145751953,129.55845642089844,0.33309200406074524,0.33739181359608966,574,0.004421657986111111,-147.10680396907733,9.910959279850744,343.18231201171875,5.209710597991943,0.6351814270019531,0.09123399522569445,-0.902221143245697,0.902221143245697,32.89319603092267,32.89319603092267,24.0,,
dev,DEV_014,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_014/top.png,0.32509608606324036,,-179.32591416562366,,0.01361083984375,34,0.32509608606324036,34,134.0,139.04800415039062,0.2492731660604477,0.3621041774749756,288,0.01361083984375,-179.32591416562366,12.381211163100412,156.57623291015625,3.5937790870666504,0.6032619476318359,0.03506130642361111,0.0,0.0,0.6740858343763421,0.6740858343763421,,34,193.0,141.93182373046875,0.2518357038497925,0.3696141242980957,291,0.013882107204861112,-179.61628597959256,12.111030611277911,82.69124603271484,2.8676676750183105,0.5492069125175476,0.035101996527777776,-0.5070290565490723,0.5070290565490723,0.38371402040743874,0.38371402040743874,,-0.32509608606324036,0.6740858343763421
dev,DEV_015,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_015/front.png,-10.922804832458496,-10.922804832458496,117.57976275405815,117.57976275405815,0.021477593315972224,24,0.0,40,189.98777770996094,159.37025451660156,0.3290705382823944,0.4150267044703166,579,0.021477593315972224,117.57976275405815,2.3613389056818925,526.6511840820312,5.962409496307373,0.6733855605125427,0.09189860026041667,-10.922804832458496,10.922804832458496,117.57976275405815,62.42023724594185,24.0,40,189.98777770996094,159.37025451660156,0.3290705382823944,0.4150267044703166,579,0.021477593315972224,117.57976275405815,2.3613389056818925,526.6511840820312,5.962409496307373,0.6733855605125427,0.09189860026041667,-10.922804832458496,10.922804832458496,117.57976275405815,62.42023724594185,24.0,,
dev,DEV_015,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_015/top.png,-0.7982590896433206,,56.160713493657376,,0.061225043402777776,40,-0.7982590896433206,40,193.0,188.5524139404297,0.28794974088668823,0.49102191130320233,391,0.061225043402777776,56.160713493657376,3.4517359239362513,285.92626953125,4.326654434204102,0.6362164616584778,0.04013400607638889,0.7742201685905457,0.7742201685905457,-33.83928650634263,33.83928650634263,,35,196.15371704101562,188.58779907226562,0.2814056873321533,0.4911140600840251,304,0.061116536458333336,57.04574863385229,3.3821363256616057,114.05557250976562,3.18715763092041,0.5659270882606506,0.039923773871527776,1.782950520515442,1.782950520515442,-32.9542513661477,32.9542513661477,,0.7982590896433206,-33.83928650634263
dev,DEV_016,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_016/front.png,-6.441600322723389,-6.441600322723389,166.1705088150193,166.17050881501928,0.018853081597222224,23,0.0,37,218.34161376953125,172.70645141601562,0.2984779179096222,0.449756383895874,463,0.018853081597222224,166.1705088150193,3.8891134410005765,392.6089782714844,5.166028022766113,0.6551438570022583,0.0813327365451389,-6.441600322723389,6.441600322723389,166.17050881501928,13.829491184980725,23.0,37,218.34161376953125,172.70645141601562,0.2984779179096222,0.449756383895874,463,0.018853081597222224,166.1705088150193,3.8891134410005765,392.6089782714844,5.166028022766113,0.6551438570022583,0.0813327365451389,-6.441600322723389,6.441600322723389,166.17050881501928,13.829491184980725,23.0,,
dev,DEV_016,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_016/top.png,-8.264967388651188,,118.7834314477524,,0.033454047309027776,28,-8.264967388651188,28,206.8406982421875,161.48226928710938,0.25717034935951233,0.42052674293518066,196,0.033454047309027776,118.7834314477524,1.7601987679221236,262.0839538574219,4.093540191650391,0.6277026534080505,0.04001193576388889,8.078344345092773,8.078344345092773,28.783431447752406,28.783431447752406,,28,166.09754943847656,205.5789337158203,0.24360094964504242,0.5353618065516154,195,0.039313422309027776,125.57940149976557,1.9684512530547258,106.33744049072266,2.979238986968994,0.5472956895828247,0.038899739583333336,16.74197006225586,16.74197006225586,35.57940149976557,35.57940149976557,,8.264967388651188,28.783431447752406
dev,DEV_017,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_017/front.png,-9.987421989440918,-9.987421989440918,115.10701281631303,115.10701281631304,0.008429633246527778,24,0.0,40,142.14279174804688,150.7353973388672,0.25078341364860535,0.3925400972366333,553,0.008429633246527778,115.10701281631303,2.9743705339849646,462.6041259765625,6.103684425354004,0.6261807084083557,0.0963473849826389,-9.987421989440918,9.987421989440918,115.10701281631304,64.89298718368696,24.0,40,142.14279174804688,150.7353973388672,0.25078341364860535,0.3925400972366333,553,0.008429633246527778,115.10701281631303,2.9743705339849646,462.6041259765625,6.103684425354004,0.6261807084083557,0.0963473849826389,-9.987421989440918,9.987421989440918,115.10701281631304,64.89298718368696,24.0,,
dev,DEV_017,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_017/top.png,-8.190129154321761,,,,0.0,31,-8.190129154321761,31,182.84619140625,160.263916015625,0.2661595046520233,0.41735394795735675,240,0.0,,,218.51841735839844,4.054773330688477,0.6269248127937317,0.038960774739583336,8.086264610290527,8.086264610290527,,,,34,210.93585205078125,160.98565673828125,0.2619968354701996,0.4192334810892741,289,0.0,,,98.54547882080078,3.064988136291504,0.5371366143226624,0.036966959635416664,16.090816497802734,16.090816497802734,,,,8.190129154321761,
dev,DEV_018,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_018/front.png,-16.811017990112305,-16.811017990112305,-135.26853545666486,44.731464543335136,0.01654052734375,4,0.0,32,190.59983825683594,143.32211303710938,0.28722184896469116,0.37323466936747235,358,0.01654052734375,-135.26853545666486,6.051802485474682,373.56591796875,5.0124897956848145,0.6354383230209351,0.09069146050347222,-16.811017990112305,16.811017990112305,44.731464543335136,44.731464543335136,4.0,32,190.59983825683594,143.32211303710938,0.28722184896469116,0.37323466936747235,358,0.01654052734375,-135.26853545666486,6.051802485474682,373.56591796875,5.0124897956848145,0.6354383230209351,0.09069146050347222,-16.811017990112305,16.811017990112305,44.731464543335136,44.731464543335136,4.0,,
dev,DEV_018,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_018/top.png,2.8906313563171864,,-172.01627600148146,,0.011684841579861112,32,2.8906313563171864,32,191.69956970214844,153.8362579345703,0.22364291548728943,0.40061525503794354,259,0.011684841579861112,-172.01627600148146,9.837896583629828,224.1026611328125,3.8702361583709717,0.6336800456047058,0.03944227430555555,-2.9263105392456055,2.9263105392456055,7.983723998518542,7.983723998518542,,27,242.42913818359375,188.3465576171875,0.2504274249076843,0.49048582712809247,182,0.012112087673611112,-174.78204452781173,9.286517634056965,90.03584289550781,2.8509678840637207,0.5706963539123535,0.03841824001736111,-5.9341654777526855,5.9341654777526855,5.217955472188265,5.217955472188265,,-2.8906313563171864,7.983723998518542
