sigma,split,sample_id,view,image_path,fft_high_freq_ratio,laplacian_var,noise_residual_std,edge_density
0.0,dev,DEV_008,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_008/top.png,0.6384422779083252,262.65704345703125,4.279999732971191,0.03895399305555555
0.0,dev,DEV_009,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_009/front.png,0.6278058290481567,457.0773010253906,6.114656448364258,0.07255723741319445
0.0,dev,DEV_009,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_009/top.png,0.5765330195426941,184.41249084472656,4.111005783081055,0.03929307725694445
0.0,dev,DEV_010,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_010/front.png,0.6377975344657898,386.9610595703125,5.640359401702881,0.0538330078125
0.0,dev,DEV_010,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_010/top.png,0.6066538691520691,204.7722930908203,4.109420299530029,0.041130913628472224
0.0,dev,DEV_011,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_011/front.png,0.6411417722702026,592.5773315429688,6.513396263122559,0.06699625651041667
0.0,dev,DEV_011,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_011/top.png,0.6296923756599426,284.2520751953125,4.546448707580566,0.03628200954861111
0.0,dev,DEV_012,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_012/front.png,0.6462730765342712,504.7369384765625,6.3977155685424805,0.07244873046875
0.0,dev,DEV_012,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_012/top.png,0.6027964949607849,201.77752685546875,4.08927059173584,0.03764512803819445
0.0,dev,DEV_013,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_013/front.png,0.6292733550071716,353.9895324707031,5.660889625549316,0.06471761067708333
0.0,dev,DEV_013,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_013/top.png,0.6000680327415466,162.49935913085938,3.8396918773651123,0.040120442708333336
0.0,dev,DEV_014,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_014/front.png,0.6351814270019531,343.18231201171875,5.401962757110596,0.059102376302083336
0.0,dev,DEV_014,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_014/top.png,0.6032619476318359,156.57623291015625,3.7400918006896973,0.03341335720486111
0.0,dev,DEV_015,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_015/front.png,0.6733855605125427,526.6511840820312,6.166952610015869,0.05821397569444445
0.0,dev,DEV_015,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_015/top.png,0.6362164616584778,285.92626953125,4.481444835662842,0.037333170572916664
0.0,dev,DEV_016,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_016/front.png,0.6551438570022583,392.6089782714844,5.343635559082031,0.044270833333333336
0.0,dev,DEV_016,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_016/top.png,0.6277026534080505,262.0839538574219,4.234433650970459,0.03703477647569445
0.0,dev,DEV_017,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_017/front.png,0.6261807084083557,462.6041259765625,6.330016136169434,0.06598578559027778
0.0,dev,DEV_017,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_017/top.png,0.6269248127937317,218.51841735839844,4.2055983543396,0.0379638671875
0.0,dev,DEV_018,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_018/front.png,0.6354383230209351,373.56591796875,5.175230503082275,0.06492106119791667
0.0,dev,DEV_018,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_018/top.png,0.6336800456047058,224.1026611328125,4.011630535125732,0.035346137152777776
0.0,dev,DEV_019,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_019/front.png,0.6408719420433044,453.031005859375,5.767405986785889,0.07805718315972222
0.0,dev,DEV_019,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_019/top.png,0.5994517207145691,210.01846313476562,4.11408805847168,0.036370171440972224
0.0,dev,DEV_020,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_020/front.png,0.620269238948822,294.8699645996094,5.175687789916992,0.050910101996527776
0.0,dev,DEV_020,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_020/top.png,0.5992108583450317,131.89556884765625,3.554928779602051,0.0377197265625
0.0,dev,DEV_021,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_021/front.png,0.6458644270896912,433.889892578125,5.783170223236084,0.05259874131944445
0.0,dev,DEV_021,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_021/top.png,0.6114481687545776,269.7606201171875,4.7586565017700195,0.04153103298611111
0.0,dev,DEV_022,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_022/front.png,0.6502699851989746,576.045654296875,6.625391483306885,0.0691257052951389
0.0,dev,DEV_022,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_022/top.png,0.63567054271698,298.2674255371094,4.742706775665283,0.038140190972222224
0.0,dev,DEV_023,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_023/front.png,0.6455756425857544,435.7833251953125,5.8778076171875,0.0579833984375
0.0,dev,DEV_023,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_023/top.png,0.6222088932991028,216.98147583007812,4.016516208648682,0.035637749565972224
0.0,dev,DEV_024,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_024/front.png,0.6138327121734619,315.8130187988281,5.2159318923950195,0.04438612196180555
0.0,dev,DEV_024,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_024/top.png,0.5821865797042847,149.0106201171875,3.7194478511810303,0.035786946614583336
0.0,dev,DEV_025,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_025/front.png,0.6317684650421143,391.5086364746094,5.46909236907959,0.03997802734375
0.0,dev,DEV_025,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_025/top.png,0.6154926419258118,251.4027557373047,4.340078353881836,0.03809950086805555
0.0,dev,DEV_026,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_026/front.png,0.6247129440307617,336.6236572265625,5.188272476196289,0.07076009114583333
0.0,dev,DEV_026,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_026/top.png,0.5849356055259705,171.34832763671875,3.7375030517578125,0.030795627170138888
0.0,dev,DEV_027,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_027/front.png,0.6428214907646179,505.4392395019531,6.100285053253174,0.07106526692708333
0.0,dev,DEV_027,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_027/top.png,0.6444316506385803,285.8677673339844,4.333319664001465,0.03744845920138889
0.0,dev,DEV_028,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_028/front.png,0.6312771439552307,469.2926940917969,6.050742149353027,0.059516059027777776
0.0,dev,DEV_028,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_028/top.png,0.6138677000999451,246.28512573242188,4.3138933181762695,0.038872612847222224
0.0,dev,DEV_029,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_029/front.png,0.6397721767425537,428.634033203125,5.81887149810791,0.0693020290798611
0.0,dev,DEV_029,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_029/top.png,0.6222681403160095,222.80487060546875,4.132268905639648,0.039408365885416664
0.0,dev,DEV_030,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_030/front.png,0.639740526676178,462.91650390625,6.111194133758545,0.06226942274305555
0.0,dev,DEV_030,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_030/top.png,0.6690491437911987,255.55416870117188,4.273654937744141,0.03693983289930555
0.0,dev,DEV_031,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_031/front.png,0.652589738368988,509.3473205566406,6.174004077911377,0.07763671875
0.0,dev,DEV_031,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_031/top.png,0.6087071895599365,231.02096557617188,4.197328090667725,0.0360107421875
0.0,dev,DEV_032,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_032/front.png,0.6503101587295532,618.7994995117188,6.869477272033691,0.07700602213541667
0.0,dev,DEV_032,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_032/top.png,0.624530553817749,259.0281982421875,4.501306056976318,0.03884548611111111
0.0,dev,DEV_033,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_033/front.png,0.6272073984146118,363.34857177734375,5.6710638999938965,0.053948296440972224
0.0,dev,DEV_033,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_033/top.png,0.5702475905418396,186.25265502929688,4.2623677253723145,0.03748914930555555
0.0,dev,DEV_034,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_034/front.png,0.629566490650177,355.80584716796875,5.618494510650635,0.06785753038194445
0.0,dev,DEV_034,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_034/top.png,0.5875841975212097,142.9590301513672,3.53444242477417,0.03476291232638889
0.0,dev,DEV_035,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_035/front.png,0.6454818248748779,424.3516540527344,5.769450664520264,0.056233723958333336
0.0,dev,DEV_035,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_035/top.png,0.6290687322616577,253.05181884765625,4.3151445388793945,0.03740098741319445
0.0,dev,DEV_036,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_036/front.png,0.6455974578857422,640.366943359375,6.85275936126709,0.07274034288194445
0.0,dev,DEV_036,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_036/top.png,0.6297942399978638,338.5537109375,4.838644981384277,0.03849962022569445
0.0,dev,DEV_037,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_037/front.png,0.6672079563140869,470.69091796875,5.823673725128174,0.049519856770833336
0.0,dev,DEV_037,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_037/top.png,0.6325900554656982,301.3282165527344,4.596095085144043,0.034233940972222224
0.0,dev,DEV_038,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_038/front.png,0.6284813284873962,503.46246337890625,6.3896918296813965,0.0767822265625
0.0,dev,DEV_038,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_038/top.png,0.5849824547767639,220.1979217529297,4.316782474517822,0.03363037109375
0.0,dev,DEV_039,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_039/front.png,0.6180683374404907,306.01171875,5.142545223236084,0.07640923394097222
0.0,dev,DEV_039,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_039/top.png,0.6159021854400635,132.61962890625,3.4959092140197754,0.037129720052083336
0.0,dev,DEV_040,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_040/front.png,0.6330847144126892,433.68853759765625,5.68495512008667,0.0664401584201389
0.0,dev,DEV_040,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_040/top.png,0.6068480014801025,211.8501739501953,4.097476482391357,0.037896050347222224
0.0,dev,DEV_041,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_041/front.png,0.6431454420089722,502.2177734375,6.028127193450928,0.06766764322916667
0.0,dev,DEV_041,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_041/top.png,0.6228481531143188,315.61053466796875,4.797948837280273,0.036139594184027776
0.0,dev,DEV_042,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_042/front.png,0.6410937905311584,434.28643798828125,6.104314804077148,0.06541612413194445
0.0,dev,DEV_042,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_042/top.png,0.6159397959709167,185.0532989501953,3.9637932777404785,0.036946614583333336
0.0,dev,DEV_043,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_043/front.png,0.6347969174385071,493.83209228515625,6.121606826782227,0.06138780381944445
0.0,dev,DEV_043,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_043/top.png,0.6107263565063477,230.82049560546875,4.327645301818848,0.04041883680555555
0.0,dev,DEV_044,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_044/front.png,0.6526809334754944,482.48052978515625,6.092929840087891,0.0684814453125
0.0,dev,DEV_044,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_044/top.png,0.6287914514541626,226.67481994628906,4.052301406860352,0.03510877821180555
0.0,dev,DEV_045,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_045/front.png,0.6406376361846924,352.2765808105469,5.380007266998291,0.04857042100694445
0.0,dev,DEV_045,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_045/top.png,0.6158167719841003,170.76368713378906,3.696847677230835,0.03654649522569445
0.0,dev,DEV_046,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_046/front.png,0.646133303642273,464.9393005371094,5.812382698059082,0.053853352864583336
0.0,dev,DEV_046,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_046/top.png,0.6281055212020874,253.28201293945312,4.2511677742004395,0.03750271267361111
0.0,dev,DEV_047,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_047/front.png,0.6427415609359741,312.5046081542969,4.9824910163879395,0.039116753472222224
0.0,dev,DEV_047,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_047/top.png,0.6088163256645203,188.6895294189453,3.8015835285186768,0.03434922960069445
0.0,dev,DEV_048,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_048/front.png,0.639248788356781,420.8016357421875,6.018380641937256,0.06956651475694445
0.0,dev,DEV_048,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_048/top.png,0.6072129011154175,173.5017547607422,3.9091455936431885,0.03927273220486111
0.0,dev,DEV_049,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_049/front.png,0.6395283937454224,566.7489013671875,6.5166473388671875,0.0863037109375
0.0,dev,DEV_049,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_049/top.png,0.6019785404205322,271.8394470214844,4.515420436859131,0.03508165147569445
0.0,dev,DEV_050,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_050/front.png,0.6363652348518372,468.73004150390625,6.157287120819092,0.05738661024305555
0.0,dev,DEV_050,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_050/top.png,0.6028038263320923,234.4747772216797,4.38172721862793,0.035624186197916664
0.0,dev,DEV_051,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_051/front.png,0.6564682722091675,401.7698974609375,5.426097869873047,0.044331868489583336
0.0,dev,DEV_051,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_051/top.png,0.6324383020401001,245.23573303222656,4.05063009262085,0.03614637586805555
0.0,dev,DEV_052,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_052/front.png,0.6461253762245178,607.343505859375,6.92925500869751,0.0816921657986111
0.0,dev,DEV_052,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_052/top.png,0.5858732461929321,230.972412109375,4.619537830352783,0.039374457465277776
0.0,dev,DEV_053,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_053/front.png,0.6381058692932129,534.494873046875,6.3287506103515625,0.0658840603298611
0.0,dev,DEV_053,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_053/top.png,0.6249608993530273,265.4915466308594,4.455470561981201,0.03691270616319445
0.0,dev,DEV_054,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_054/front.png,0.6327702403068542,537.1212158203125,6.442257881164551,0.060323079427083336
0.0,dev,DEV_054,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_054/top.png,0.6164392828941345,282.80364990234375,4.61765193939209,0.03750271267361111
0.0,dev,DEV_055,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_055/front.png,0.6494501829147339,587.0510864257812,6.554168224334717,0.07594129774305555
0.0,dev,DEV_055,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_055/top.png,0.620446503162384,260.799072265625,4.419978141784668,0.041971842447916664
0.0,dev,DEV_056,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_056/front.png,0.6124293208122253,268.4013977050781,4.957998275756836,0.064208984375
0.0,dev,DEV_056,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_056/top.png,0.5825546383857727,133.74713134765625,3.510719060897827,0.034613715277777776
0.0,dev,DEV_057,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_057/front.png,0.6358340978622437,626.50390625,7.003950119018555,0.07427978515625
0.0,dev,DEV_057,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_057/top.png,0.6087534427642822,236.541015625,4.535729885101318,0.04122585720486111
0.0,dev,DEV_058,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_058/front.png,0.6202822923660278,369.19317626953125,5.495898723602295,0.04519314236111111
0.0,dev,DEV_058,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_058/top.png,0.5913755297660828,202.69764709472656,4.070076942443848,0.03634982638888889
0.0,dev,DEV_059,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_059/front.png,0.6398722529411316,532.7999877929688,6.227517127990723,0.0755886501736111
0.0,dev,DEV_059,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_059/top.png,0.6370829343795776,272.16094970703125,4.430806636810303,0.03816053602430555
0.0,dev,DEV_060,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_060/front.png,0.6377488970756531,566.7344360351562,6.619992256164551,0.060675726996527776
0.0,dev,DEV_060,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_060/top.png,0.6178238391876221,287.00518798828125,4.734495639801025,0.04045274522569445
0.0,dev,DEV_061,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_061/front.png,0.6409116387367249,701.2382202148438,6.776331901550293,0.08658854166666667
0.0,dev,DEV_061,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_061/top.png,0.6301015019416809,437.54638671875,5.776582717895508,0.043694390190972224
0.0,dev,DEV_062,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_062/front.png,0.6342032551765442,548.827392578125,6.548519611358643,0.09021674262152778
0.0,dev,DEV_062,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_062/top.png,0.605535626411438,263.50537109375,4.726475715637207,0.037163628472222224
0.0,dev,DEV_063,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_063/front.png,0.6472290754318237,612.3063354492188,6.7698140144348145,0.0728420681423611
0.0,dev,DEV_063,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_063/top.png,0.6140626668930054,375.3343505859375,5.3701276779174805,0.042704264322916664
0.0,dev,DEV_064,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_064/front.png,0.647750735282898,573.0950317382812,6.676135063171387,0.07896592881944445
0.0,dev,DEV_064,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_064/top.png,0.6217676997184753,256.9560852050781,4.409922122955322,0.038106282552083336
0.0,dev,DEV_065,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_065/front.png,0.631410539150238,424.34918212890625,5.608905792236328,0.05874294704861111
0.0,dev,DEV_065,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_065/top.png,0.6105418801307678,245.24679565429688,4.3655104637146,0.03553602430555555
0.0,dev,DEV_066,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_066/front.png,0.6339266896247864,640.7073364257812,7.0696940422058105,0.0663723415798611
0.0,dev,DEV_066,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_066/top.png,0.6084517240524292,285.44647216796875,4.770374298095703,0.03780788845486111
0.0,dev,DEV_067,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_067/front.png,0.6500337719917297,432.6912841796875,5.735919952392578,0.05130343967013889
0.0,dev,DEV_067,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_067/top.png,0.616185188293457,222.06463623046875,4.20587158203125,0.038519965277777776
0.0,dev,DEV_068,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_068/front.png,0.6453794240951538,324.1529235839844,5.154272079467773,0.034857855902777776
0.0,dev,DEV_068,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_068/top.png,0.5800753235816956,170.0808563232422,3.8512508869171143,0.031697591145833336
0.0,dev,DEV_069,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_069/front.png,0.6297256946563721,429.7764587402344,5.827183246612549,0.052327473958333336
0.0,dev,DEV_069,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_069/top.png,0.5903806090354919,238.4235076904297,4.558765888214111,0.039388020833333336
0.0,dev,DEV_070,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_070/front.png,0.6407681703567505,491.82232666015625,6.048750400543213,0.05726453993055555
0.0,dev,DEV_070,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_070/top.png,0.6236106157302856,289.31085205078125,4.528032302856445,0.037455240885416664
0.0,dev,DEV_071,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_071/front.png,0.6441503763198853,555.8985595703125,6.774445056915283,0.08954535590277778
0.0,dev,DEV_071,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_071/top.png,0.6174500584602356,249.98907470703125,4.519604206085205,0.038642035590277776
0.0,dev,DEV_072,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_072/front.png,0.6411704421043396,691.497802734375,7.281259536743164,0.08526611328125
0.0,dev,DEV_072,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_072/top.png,0.61078280210495,302.4168701171875,4.810850143432617,0.03847927517361111
0.0,dev,DEV_073,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_073/front.png,0.6580653190612793,598.6477661132812,6.529449462890625,0.059319390190972224
0.0,dev,DEV_073,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_073/top.png,0.6440643668174744,425.5216979980469,5.387171745300293,0.042765299479166664
0.0,dev,DEV_074,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_074/front.png,0.6410084366798401,597.4315795898438,6.447721004486084,0.072021484375
0.0,dev,DEV_074,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_074/top.png,0.5848620533943176,231.9495391845703,4.579806804656982,0.04142930772569445
0.0,dev,DEV_075,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_075/front.png,0.6354703903198242,567.6538696289062,6.699793338775635,0.0874905056423611
0.0,dev,DEV_075,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_075/top.png,0.6251471042633057,278.2574462890625,4.634241580963135,0.03854709201388889
0.0,dev,DEV_076,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_076/front.png,0.6339552998542786,418.0741271972656,5.88427734375,0.054097493489583336
0.0,dev,DEV_076,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_076/top.png,0.6099913120269775,233.4362030029297,4.401329040527344,0.040289984809027776
0.0,dev,DEV_077,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_077/front.png,0.624885082244873,376.0255126953125,5.713423252105713,0.08368598090277778
0.0,dev,DEV_077,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_077/top.png,0.5907052755355835,200.80300903320312,4.190340995788574,0.03693983289930555
0.0,dev,DEV_078,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_078/front.png,0.6417078971862793,378.4457092285156,5.462937355041504,0.05697970920138889
0.0,dev,DEV_078,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_078/top.png,0.6225321888923645,185.11962890625,3.6978917121887207,0.03338623046875
0.0,dev,DEV_079,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_079/front.png,0.6270858645439148,501.02435302734375,6.235978126525879,0.08882649739583333
0.0,dev,DEV_079,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_079/top.png,0.5980415344238281,218.3746337890625,4.422792911529541,0.038655598958333336
0.0,dev,DEV_080,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_080/front.png,0.6566629409790039,583.603271484375,6.671836853027344,0.059882269965277776
0.0,dev,DEV_080,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_080/top.png,0.6399595737457275,346.5481872558594,5.056483745574951,0.04012722439236111
0.0,dev,DEV_081,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_081/front.png,0.6478742361068726,431.34527587890625,5.865259647369385,0.05624050564236111
0.0,dev,DEV_081,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_081/top.png,0.6053345203399658,224.4520721435547,4.280337333679199,0.03866916232638889
0.0,dev,DEV_082,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_082/front.png,0.6271814107894897,329.3037414550781,5.244264125823975,0.07515462239583333
0.0,dev,DEV_082,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_082/top.png,0.6133302450180054,176.08665466308594,3.9794867038726807,0.03709581163194445
0.0,dev,DEV_083,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_083/front.png,0.6467546224594116,357.057373046875,5.398291110992432,0.0478515625
0.0,dev,DEV_083,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_083/top.png,0.5971946120262146,183.47618103027344,3.9706742763519287,0.038309733072916664
0.0,dev,DEV_084,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_084/front.png,0.6472623348236084,349.1644287109375,5.284548282623291,0.04371473524305555
0.0,dev,DEV_084,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_084/top.png,0.639445960521698,209.06353759765625,3.895148515701294,0.03768581814236111
0.0,dev,DEV_085,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_085/front.png,0.6400883793830872,628.9328002929688,6.9002885818481445,0.07647705078125
0.0,dev,DEV_085,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_085/top.png,0.6263357996940613,300.9779052734375,4.77711820602417,0.03988308376736111
