sigma,split,sample_id,view,image_path,crop_h,crop_w,mask_area_ratio,fft_high_freq_ratio,laplacian_var,noise_residual_std,edge_density
0.0,dev,DEV_011,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_011/top.png,92,112,0.5677406832298136,0.6499443054199219,548.5153198242188,6.358743190765381,0.05386257763975155
0.0,dev,DEV_012,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_012/front.png,384,384,0.022359212239583332,0.6462730765342712,504.7369384765625,6.3977155685424805,0.07244873046875
0.0,dev,DEV_012,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_012/top.png,51,146,0.19124362073596562,0.5468524694442749,347.2935791015625,5.209587097167969,0.0249798549556809
0.0,dev,DEV_013,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_013/front.png,139,82,0.2237234602561853,0.6727859973907471,871.6817016601562,7.737022399902344,0.02588173363748026
0.0,dev,DEV_013,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_013/top.png,384,384,0.0022447374131944445,0.6000680327415466,162.49935913085938,3.8396918773651123,0.040120442708333336
0.0,dev,DEV_014,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_014/front.png,125,80,0.2508,0.6255717873573303,920.3621826171875,7.583520889282227,0.0389
0.0,dev,DEV_014,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_014/top.png,60,92,0.3561594202898551,0.48122477531433105,679.9818725585938,7.932284832000732,0.01576086956521739
0.0,dev,DEV_015,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_015/front.png,210,78,0.4882173382173382,0.7360031008720398,870.9642333984375,6.830392360687256,0.041758241758241756
0.0,dev,DEV_015,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_015/top.png,76,119,0.4171826625386997,0.6382498741149902,387.08050537109375,5.0254435539245605,0.02344095532950022
0.0,dev,DEV_016,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_016/front.png,191,167,0.40376837947142363,0.7008158564567566,432.06219482421875,5.321595191955566,0.038655672947299116
0.0,dev,DEV_016,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_016/top.png,155,127,0.4509525019050038,0.646364688873291,349.4582824707031,4.6787567138671875,0.02524765049530099
0.0,dev,DEV_017,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_017/front.png,384,384,0.020155164930555556,0.6261807084083557,462.6041259765625,6.330016136169434,0.06598578559027778
0.0,dev,DEV_017,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_017/top.png,100,71,0.19267605633802817,0.5661554336547852,357.4349365234375,4.416007995605469,0.012394366197183098
0.0,dev,DEV_018,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_018/front.png,154,147,0.15160349854227406,0.663992166519165,292.0237731933594,3.802522897720337,0.017713578938068734
0.0,dev,DEV_018,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_018/top.png,75,77,0.20606060606060606,0.590512216091156,293.3513488769531,4.578525543212891,0.02666666666666667
0.0,dev,DEV_019,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_019/front.png,266,120,0.30855263157894736,0.7502190470695496,662.9202880859375,5.974140167236328,0.03634085213032581
0.0,dev,DEV_019,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_019/top.png,91,93,0.54354247902635,0.7078369855880737,1276.3438720703125,9.318525314331055,0.07125132931584545
0.0,dev,DEV_020,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_020/front.png,152,54,0.31542397660818716,0.705426812171936,1156.9359130859375,9.086196899414062,0.05592105263157895
0.0,dev,DEV_020,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_020/top.png,384,384,0.002712673611111111,0.5992108583450317,131.89556884765625,3.554928779602051,0.0377197265625
0.0,dev,DEV_021,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_021/front.png,212,182,0.28737300435413643,0.7258249521255493,416.1607360839844,5.10286808013916,0.02902757619738752
0.0,dev,DEV_021,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_021/top.png,241,108,0.5795681573689873,0.7080273628234863,599.4113159179688,6.440366744995117,0.05252036268633779
0.0,dev,DEV_022,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_022/front.png,191,85,0.46793963658761933,0.7551845908164978,693.7081909179688,6.640789985656738,0.036156452109639664
0.0,dev,DEV_022,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_022/top.png,384,384,0.013251410590277778,0.63567054271698,298.2674255371094,4.742706775665283,0.038140190972222224
0.0,dev,DEV_023,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_023/front.png,384,384,0.026841905381944444,0.6455756425857544,435.7833251953125,5.8778076171875,0.0579833984375
0.0,dev,DEV_023,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_023/top.png,69,75,0.24695652173913044,0.5716179609298706,405.3437805175781,5.263433456420898,0.02570048309178744
0.0,dev,DEV_024,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_024/front.png,174,98,0.5884353741496599,0.7442835569381714,555.3448486328125,5.964040756225586,0.038353272343420126
0.0,dev,DEV_024,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_024/top.png,384,384,0.014845106336805556,0.5821865797042847,149.0106201171875,3.7194478511810303,0.035786946614583336
0.0,dev,DEV_025,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_025/front.png,239,124,0.3607436901066271,0.7228291630744934,582.2396240234375,6.321993350982666,0.021966527196652718
0.0,dev,DEV_025,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_025/top.png,170,186,0.3219797596457938,0.6434968709945679,277.36273193359375,4.388397693634033,0.01786843769765971
0.0,dev,DEV_026,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_026/front.png,319,249,0.2374765519759288,0.6119668483734131,381.744140625,4.855793476104736,0.019425665042615604
0.0,dev,DEV_026,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_026/top.png,278,288,0.23401278976818546,0.56736159324646,242.10084533691406,4.411364555358887,0.008792965627498001
0.0,dev,DEV_027,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_027/front.png,149,108,0.44910514541387025,0.7596081495285034,1115.5201416015625,8.644352912902832,0.035918468804374847
0.0,dev,DEV_027,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_027/top.png,190,258,0.19649122807017544,0.6213886737823486,115.92603302001953,2.5937142372131348,0.005711954304365565
0.0,dev,DEV_028,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_028/front.png,222,155,0.3952048823016565,0.71170973777771,687.2062377929688,6.454195499420166,0.02859633827375763
0.0,dev,DEV_028,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_028/top.png,93,116,0.4503151649981461,0.6962535977363586,878.845947265625,7.659368515014648,0.02771598071931776
0.0,dev,DEV_029,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_029/front.png,199,236,0.3046163018482242,0.6709398627281189,661.3372192382812,6.431877613067627,0.030874712545779746
0.0,dev,DEV_029,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_029/top.png,182,289,0.2132780714095593,0.6272152066230774,247.70767211914062,4.128821849822998,0.013973915357998403
0.0,dev,DEV_030,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_030/front.png,384,384,0.015787760416666668,0.639740526676178,462.91650390625,6.111194133758545,0.06226942274305555
0.0,dev,DEV_030,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_030/top.png,384,384,0.002556694878472222,0.6690491437911987,255.55416870117188,4.273654937744141,0.03693983289930555
0.0,dev,DEV_031,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_031/front.png,157,150,0.420552016985138,0.7282482385635376,775.216064453125,6.725841522216797,0.05842887473460722
0.0,dev,DEV_031,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_031/top.png,103,98,0.6121458292054686,0.6493685245513916,404.0166320800781,5.411525726318359,0.047751139290667724
0.0,dev,DEV_032,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_032/front.png,206,124,0.45439242092076415,0.7352770566940308,1309.47265625,8.948662757873535,0.05715627936110241
0.0,dev,DEV_032,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_032/top.png,73,119,0.3687118683089674,0.6749930381774902,1245.474365234375,9.047270774841309,0.03269252906642109
0.0,dev,DEV_033,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_033/front.png,174,87,0.17789668384198706,0.7854477167129517,557.2762451171875,5.698094844818115,0.015127493724402167
0.0,dev,DEV_033,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_033/top.png,87,166,0.18134607395097632,0.6196511387825012,215.34800720214844,3.9237284660339355,0.024442597978119374
0.0,dev,DEV_034,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_034/front.png,384,384,0.018948025173611112,0.629566490650177,355.80584716796875,5.618494510650635,0.06785753038194445
0.0,dev,DEV_034,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_034/top.png,384,384,0.00335693359375,0.5875841975212097,142.9590301513672,3.53444242477417,0.03476291232638889
0.0,dev,DEV_035,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_035/front.png,186,138,0.383746298893564,0.6566615700721741,741.1155395507812,6.782918930053711,0.03319308087891538
0.0,dev,DEV_035,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_035/top.png,137,207,0.21844916957579605,0.6194782853126526,449.7608642578125,5.708954334259033,0.01749003843576995
0.0,dev,DEV_036,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_036/front.png,176,111,0.5742731367731367,0.7798113822937012,985.8839111328125,7.726934432983398,0.04427723177723178
0.0,dev,DEV_036,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_036/top.png,94,96,0.5415558510638298,0.7177069783210754,769.6110229492188,6.596217632293701,0.036458333333333336
0.0,dev,DEV_037,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_037/front.png,213,161,0.29163386113784157,0.7337643504142761,357.9716491699219,4.7197585105896,0.01974163823520835
0.0,dev,DEV_037,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_037/top.png,191,119,0.4247437194773197,0.6651824116706848,357.5185852050781,5.018211841583252,0.035153328347045626
0.0,dev,DEV_038,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_038/front.png,233,121,0.3615436455857837,0.742949903011322,623.600341796875,6.133211135864258,0.03674671017628489
0.0,dev,DEV_038,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_038/top.png,190,147,0.2790905836018618,0.6808921098709106,365.1326904296875,4.772136688232422,0.024991049051199428
0.0,dev,DEV_039,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_039/front.png,169,133,0.22640921831205232,0.6454614400863647,894.4249877929688,7.506159782409668,0.03172131512212484
0.0,dev,DEV_039,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_039/top.png,119,103,0.29036468956514644,0.33384400606155396,25.77155876159668,1.4118061065673828,0.0
0.0,dev,DEV_040,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_040/front.png,252,176,0.29712301587301587,0.7010919451713562,538.9722290039062,5.77663516998291,0.01948051948051948
0.0,dev,DEV_040,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_040/top.png,137,164,0.34222004628805414,0.652584969997406,386.9018249511719,5.050228118896484,0.019583407512907245
0.0,dev,DEV_041,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_041/front.png,192,384,0.2890489366319444,0.6556859612464905,510.6770935058594,5.381477355957031,0.027004665798611112
0.0,dev,DEV_041,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_041/top.png,246,167,0.43610340295019717,0.620078444480896,738.263427734375,7.396144866943359,0.0370478555084952
0.0,dev,DEV_042,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_042/front.png,384,384,0.013210720486111112,0.6410937905311584,434.28643798828125,6.104314804077148,0.06541612413194445
0.0,dev,DEV_042,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_042/top.png,65,77,0.23136863136863137,0.5776433944702148,342.71087646484375,4.262439727783203,0.015384615384615385
0.0,dev,DEV_043,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_043/front.png,210,119,0.5835134053621449,0.7685187458992004,689.6497802734375,6.577483654022217,0.040416166466586634
0.0,dev,DEV_043,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_043/top.png,106,99,0.5494568324757004,0.652824878692627,553.8909912109375,6.347573280334473,0.050219172860682296
0.0,dev,DEV_044,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_044/front.png,189,162,0.3648507413939513,0.7183884382247925,568.8482055664062,5.5467681884765625,0.03347703964987916
0.0,dev,DEV_044,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_044/top.png,114,139,0.2812066136564433,0.6341264843940735,370.9285583496094,4.641997814178467,0.014388489208633094
0.0,dev,DEV_045,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_045/front.png,211,50,0.37772511848341234,0.7543010711669922,776.1376342773438,7.105708122253418,0.03924170616113744
0.0,dev,DEV_045,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_045/top.png,59,80,0.449364406779661,0.38858726620674133,119.6500015258789,2.806891918182373,0.0
0.0,dev,DEV_046,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_046/front.png,198,128,0.37870896464646464,0.675787627696991,945.47412109375,7.926466941833496,0.03681344696969697
0.0,dev,DEV_046,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_046/top.png,110,110,0.5740495867768595,0.6585173010826111,443.068603515625,5.718925476074219,0.050330578512396695
0.0,dev,DEV_047,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_047/front.png,148,266,0.18263564316195896,0.6113970279693604,429.23614501953125,5.569643497467041,0.014605771184718553
0.0,dev,DEV_047,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_047/top.png,209,265,0.22195540308747855,0.5068215727806091,44.5182991027832,1.7598618268966675,0.0034485871625891487
0.0,dev,DEV_048,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_048/front.png,384,384,0.023234049479166668,0.639248788356781,420.8016357421875,6.018380641937256,0.06956651475694445
0.0,dev,DEV_048,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_048/top.png,384,384,0.004177517361111111,0.6072129011154175,173.5017547607422,3.9091455936431885,0.03927273220486111
0.0,dev,DEV_049,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_049/front.png,207,107,0.3556368233328818,0.7503752708435059,824.6547241210938,6.413371562957764,0.03860219422998781
0.0,dev,DEV_049,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_049/top.png,94,95,0.5371780515117581,0.712981104850769,812.341796875,7.038551330566406,0.047928331466965284
0.0,dev,DEV_050,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_050/front.png,184,123,0.4073435843054083,0.7016801238059998,490.07830810546875,5.522040367126465,0.03525980911983033
0.0,dev,DEV_050,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_050/top.png,189,93,0.38851908744381863,0.6653262972831726,463.9075012207031,5.596220970153809,0.04340900039824771
0.0,dev,DEV_051,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_051/front.png,162,227,0.1402621417305705,0.6303293704986572,483.13092041015625,5.851649761199951,0.022216783597106653
0.0,dev,DEV_051,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_051/top.png,182,149,0.24968655505568257,0.46973133087158203,57.53300476074219,1.8705426454544067,0.0014381591562799617
0.0,dev,DEV_052,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_052/front.png,175,99,0.5665800865800866,0.776906430721283,1382.3262939453125,8.596905708312988,0.06712842712842713
0.0,dev,DEV_052,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_052/top.png,93,166,0.4365850498769271,0.6848830580711365,630.8917236328125,6.773528099060059,0.043723280217644774
0.0,dev,DEV_053,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_053/front.png,218,131,0.3792282372715176,0.7625928521156311,539.078369140625,5.510750770568848,0.0273128370334057
0.0,dev,DEV_053,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_053/top.png,102,141,0.4240717563621193,0.6783502101898193,551.2141723632812,5.901851654052734,0.039424280350438046
0.0,dev,DEV_054,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_054/front.png,164,87,0.562587608634707,0.7994412779808044,1303.9476318359375,9.0724458694458,0.04149144939725259
0.0,dev,DEV_054,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_054/top.png,384,384,0.014994303385416666,0.6164392828941345,282.80364990234375,4.61765193939209,0.03750271267361111
0.0,dev,DEV_055,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_055/front.png,214,120,0.5663551401869159,0.7421755790710449,903.2348022460938,7.421319007873535,0.0522196261682243
0.0,dev,DEV_055,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_055/top.png,139,117,0.3996802557953637,0.6382095813751221,410.596435546875,5.321923732757568,0.03252782389473037
0.0,dev,DEV_056,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_056/front.png,252,53,0.33408206049715483,0.6324334740638733,295.9155578613281,4.280956268310547,0.02223719676549865
0.0,dev,DEV_056,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_056/top.png,204,130,0.2673076923076923,0.4463748633861542,33.74610137939453,1.620582938194275,0.0016968325791855204
0.0,dev,DEV_057,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_057/front.png,215,120,0.5883333333333334,0.7302186489105225,985.8535766601562,7.564971446990967,0.039767441860465116
0.0,dev,DEV_057,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_057/top.png,92,85,0.540153452685422,0.671913206577301,652.41943359375,6.697081089019775,0.04475703324808184
0.0,dev,DEV_058,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_058/front.png,252,123,0.3602400309717383,0.7077153325080872,334.7569885253906,4.725924968719482,0.025100012904890955
0.0,dev,DEV_058,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_058/top.png,93,184,0.4319775596072931,0.6480191946029663,418.5662841796875,5.180812358856201,0.02863487611033193
0.0,dev,DEV_059,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_059/front.png,293,103,0.5075052188607972,0.6808969378471375,679.16259765625,6.117895126342773,0.03651545776864707
0.0,dev,DEV_059,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_059/top.png,155,184,0.22955820476858346,0.6264582872390747,143.12335205078125,3.2120308876037598,0.006065918653576438
0.0,dev,DEV_060,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_060/front.png,186,109,0.5256979382460294,0.7777657508850098,1086.3724365234375,7.942080974578857,0.04601953240603729
0.0,dev,DEV_060,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_060/top.png,68,107,0.44639912039582186,0.7377076745033264,1272.6448974609375,9.367597579956055,0.06019791094007697
0.0,dev,DEV_061,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_061/front.png,221,184,0.3609335038363171,0.7281261682510376,578.0345458984375,5.475177764892578,0.04411764705882353
0.0,dev,DEV_061,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_061/top.png,190,147,0.4859291084854995,0.7225199937820435,619.82421875,6.720250129699707,0.055424274973147156
0.0,dev,DEV_062,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_062/front.png,121,104,0.5085823267641449,0.7674523591995239,1211.8768310546875,7.811245441436768,0.05896376350921805
0.0,dev,DEV_062,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_062/top.png,384,384,0.012607150607638888,0.605535626411438,263.50537109375,4.726475715637207,0.037163628472222224
0.0,dev,DEV_063,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_063/front.png,123,184,0.37990455991516436,0.7350899577140808,609.2294311523438,5.429152488708496,0.020987981618946626
0.0,dev,DEV_063,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_063/top.png,124,206,0.43990761039774506,0.7268574237823486,572.1556396484375,6.282899379730225,0.048073911681803944
0.0,dev,DEV_064,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_064/front.png,185,102,0.5523052464228935,0.7543677091598511,1185.02587890625,8.499530792236328,0.06248012718600954
0.0,dev,DEV_064,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_064/top.png,55,108,0.4058922558922559,0.7233299016952515,1018.9471435546875,7.51458740234375,0.02962962962962963
0.0,dev,DEV_065,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_065/front.png,198,251,0.3460501428628919,0.6208289265632629,604.0586547851562,5.968321800231934,0.03356271882168296
0.0,dev,DEV_065,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_065/top.png,175,271,0.31746968898260414,0.6016731262207031,407.2867431640625,5.500739574432373,0.02342646283605693
0.0,dev,DEV_066,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_066/front.png,264,124,0.3527309384164223,0.711319625377655,456.2284240722656,4.92308235168457,0.028470185728250243
0.0,dev,DEV_066,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_066/top.png,116,87,0.47760602457391993,0.7134405970573425,783.5186157226562,7.025130748748779,0.052615933412604045
0.0,dev,DEV_067,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_067/front.png,162,122,0.46594818862578424,0.7024863958358765,1381.5909423828125,9.200247764587402,0.06319570937057276
0.0,dev,DEV_067,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_067/top.png,65,119,0.4157724628312864,0.5963625907897949,963.405029296875,8.4636869430542,0.05261797026502909
0.0,dev,DEV_068,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_068/front.png,170,171,0.35655314757481943,0.712286114692688,450.610107421875,5.555873394012451,0.02893016855865153
0.0,dev,DEV_068,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_068/top.png,168,119,0.5317627050820328,0.6435773372650146,357.8236389160156,5.214669227600098,0.04661864745898359
0.0,dev,DEV_069,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_069/front.png,213,123,0.37150272911179816,0.7333015203475952,607.2443237304688,5.8537983894348145,0.030573686018550327
0.0,dev,DEV_069,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_069/top.png,165,174,0.3113897596656217,0.6731700301170349,346.7564697265625,4.888359546661377,0.029710902124695227
0.0,dev,DEV_070,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_070/front.png,167,157,0.4239292116404134,0.6960002183914185,729.2568969726562,6.740287780761719,0.02620237232541287
0.0,dev,DEV_070,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_070/top.png,60,107,0.5199376947040498,0.7403721809387207,800.0065307617188,6.7107343673706055,0.01604361370716511
0.0,dev,DEV_071,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_071/front.png,199,69,0.22787852305003278,0.7203895449638367,943.0339965820312,6.717842102050781,0.02636370257082514
0.0,dev,DEV_071,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_071/top.png,88,75,0.2837878787878788,0.6283615231513977,528.7569580078125,5.908762454986572,0.029696969696969697
0.0,dev,DEV_072,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_072/front.png,250,102,0.5507843137254902,0.7356886267662048,994.3799438476562,7.663524627685547,0.048901960784313726
0.0,dev,DEV_072,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_072/top.png,78,117,0.37749287749287747,0.6681606769561768,668.7628784179688,6.384263038635254,0.03714661406969099
0.0,dev,DEV_073,front,/media/hdd0/whyz/structure-stability/data/dev/DEV_073/front.png,145,140,0.4938423645320197,0.7319566607475281,756.497314453125,6.532777309417725,0.0367487684729064
0.0,dev,DEV_073,top,/media/hdd0/whyz/structure-stability/data/dev/DEV_073/top.png,170,155,0.40125237191650853,0.7245299220085144,686.2533569335938,6.565986633300781,0.04326375711574953
