epoch,loss,loss_cls,loss_phys,loss_img,loss_dom,domain_acc,dev_logloss,dev_acc,dev_auc,dev_phys_loss,dev_img_loss,lr,improved,patience_left
11,0.25044471652309097,0.11357269653150191,0.08639381432781616,0.056591034510017686,0.5771214454174042,0.6978888902664184,0.18362149642747919,0.88,0.9823717948717949,2.026531357031602,0.684138936492113,9.707359806323419e-05,False,5
12,0.16042520580689112,0.049942674736337116,0.06175033258274198,0.046746869712369514,0.47103973881403605,0.7686666684150696,0.17721190809686863,0.91,0.985176282051282,2.038103149487422,0.6918320541198437,9.652393605146847e-05,True,8
13,0.13772809507449468,0.03510506660118699,0.05271363102885274,0.039567307137263315,0.4439044281641642,0.7973888904253642,0.17162040029399545,0.92,0.9871794871794872,2.0298147751734805,0.6983762658559359,9.592885397135708e-05,True,8
14,0.17276591310898462,0.059405826800968495,0.061262135338814305,0.0397746401176167,0.4910228370030721,0.7601666684150696,0.20305273749102493,0.91,0.983573717948718,2.0306524955309353,0.7008499686534588,9.5288939097068e-05,False,7
15,0.14705329205592474,0.032303772777318954,0.05943979726623123,0.03901906679221429,0.49990343483289085,0.7531666684150696,0.1761844757580867,0.93,0.9879807692307693,2.047764539718628,0.6993308021472051,9.460482294732424e-05,False,6
16,0.14277284856637318,0.02842454594008935,0.053197963804588654,0.038960859363588195,0.5026223829189936,0.7543888903458913,0.19121967879978205,0.93,0.9883814102564102,2.053572177886963,0.7013122874956864,9.387718066217127e-05,False,5
17,0.16907485137383144,0.05936403737682849,0.048241948537838954,0.03528069152271685,0.4859120773077011,0.7701111127535503,0.1855368629066804,0.9,0.9875801282051282,2.065524752323444,0.6913363154117877,9.310673033669524e-05,False,4
18,0.14482365968823432,0.04325635160738602,0.04631913911644369,0.03370884235335204,0.44781554452578226,0.7865000012715657,0.16140887042041732,0.93,0.9911858974358975,2.0749015533007107,0.6825123280286789,9.229423231234978e-05,True,8
19,0.1388080331683159,0.03082367175638986,0.04067212744305531,0.027954324848290222,0.4884519581794739,0.7702222237586975,0.1878291474754492,0.93,0.9867788461538461,2.0746912956237793,0.68471376483257,9.144048842659084e-05,False,7
20,0.1715530099372069,0.051717328402601806,0.05381213294551708,0.03777166038689514,0.5304905511538187,0.7354444456100464,0.17187361233854653,0.94,0.984375,2.078908085823059,0.6866474036987011,9.054634122155993e-05,False,6
21,0.18016850719849267,0.06767336421025295,0.06543156386585906,0.04075157841597684,0.4828383471171061,0.7525555570920308,0.14248070216094358,0.94,0.9889823717948718,2.0718283653259277,0.6971867772249075,8.961267311259669e-05,True,8
22,0.14197156683603923,0.028741907467677567,0.0440006127958186,0.027981198565335944,0.5121619247595469,0.7431666679382324,0.12323808329960817,0.94,0.9923878205128205,2.0641894890711856,0.7013354370227227,8.864040551740159e-05,True,8
23,0.14670404786864916,0.027940277574040617,0.03953741225639048,0.027048871195409448,0.5438791273434956,0.71650000111262,0.11376718875370771,0.94,0.9935897435897436,2.060589148448064,0.7022125950226417,8.763049794670778e-05,True,8
24,0.15459931495785714,0.024730761780170724,0.04356819980265573,0.0385285536464847,0.5877701844374339,0.6806111121177674,0.11205709285995563,0.95,0.9935897435897436,2.0765189482615543,0.7051885953316321,8.65839470573599e-05,True,8
25,0.16079524357120195,0.03859245275069649,0.047005029793983945,0.03204659077928712,0.5517252299785614,0.7097777791023254,0.08097920852065414,0.94,0.9963942307692307,2.0812334464146542,0.7215210245205805,8.550178566873413e-05,True,8
26,0.14258000355958939,0.025353190226713194,0.04196800520899706,0.031847701146500186,0.5307722751696905,0.7245555570920308,0.07388723196934643,0.96,0.9975961538461539,2.068036813002366,0.7137793852732732,8.438508174347012e-05,True,8
27,0.15979119896888733,0.02720545998204034,0.04436843031427513,0.03487069098404997,0.6034993390242259,0.657277778784434,0.06272229290239652,0.97,0.9983974358974359,2.0575159054536085,0.7045282010848706,8.32349373335208e-05,True,8
28,0.1636456658244133,0.0274513058209947,0.04911927722146114,0.03273902787795911,0.6195780575275421,0.6504444459279378,0.06064609094884669,0.97,0.9979967948717948,2.059322659785931,0.7098705401787391,8.205248749256017e-05,True,8
29,0.13284456964333852,0.014617376137059181,0.03534868288730892,0.024043299386588234,0.5465919693311055,0.7148888904253642,0.04732933249876381,0.99,0.9983974358974359,2.057701514317439,0.7166979014873505,8.083889915582238e-05,True,8
30,0.17350600486000378,0.031237894296490896,0.04887304314753661,0.030380120941942246,0.6519006628195445,0.626666668176651,0.04692122263067099,0.98,0.999198717948718,2.0671290892821093,0.7106843957534204,7.959536998847746e-05,True,8
31,0.16392216434081394,0.026563462450712297,0.05648735528439283,0.03409351176450339,0.6188578467369079,0.6607222234408061,0.04808551423594202,0.98,0.9983974358974359,2.0642853608498206,0.7111746600041022,7.83231272036805e-05,False,7
32,0.1624406654238701,0.035248016694308416,0.04245317469630391,0.02756061287468765,0.5834528938134511,0.6767222234408061,0.04776670180676528,0.98,0.9987980769230769,2.0749394526848426,0.72860920887727,7.702342635146036e-05,False,6
33,0.15606660896539687,0.023741380884932974,0.044524551323770235,0.02706152281840332,0.6079365699291229,0.6577222237586975,0.05444455823690739,0.97,0.9983974358974359,2.068638774064871,0.7436015903949738,7.56975500796434e-05,False,5
34,0.15340661984682083,0.0200197103091438,0.03932933887296046,0.027458797710714862,0.6168434334595998,0.6526666680971781,0.04774309430968717,0.97,0.999198717948718,2.055814266204834,0.74201572399873,7.434680686803493e-05,False,4
35,0.15459810115893682,0.02001661755045643,0.033372673233039676,0.021160120934868853,0.6320078129768372,0.6341666680971781,0.06789912466369988,0.97,0.9979967948717947,2.0441883160517764,0.7552182124211237,7.297252973710759e-05,False,3
36,0.15171368489662806,0.01593185883265687,0.03298801246541552,0.0213292134180665,0.6381712006727854,0.6454444459279378,0.07043569715283757,0.97,0.9979967948717949,2.0461192222741933,0.7529443960923415,7.157607493247112e-05,False,2
37,0.1681324830452601,0.011566089901190329,0.03319365276924024,0.022758983890894646,0.7408674738407135,0.5656111125151316,0.08326628444454355,0.97,0.9971955128205128,2.028062050159161,0.7579134496358725,7.015882058642166e-05,False,1
38,0.1750630719860395,0.02054762909307222,0.03443900871571774,0.02257490613171831,0.7298167647520701,0.5815555569330851,0.09635333595345057,0.97,0.9963942307692307,2.0194385051727295,0.768112586094783,6.87221653578916e-05,False,0
39,0.1974744794567426,0.009477199314142733,0.03397389127189914,0.02554284110595472,0.8953488312562307,0.5086666678190231,0.09295100995144427,0.97,0.9975961538461539,2.0062294556544376,0.7723442338980161,6.726752705214197e-05,False,-1
