split,sample_id,view,label,source_path,output_path,camera_adjusted,method,target_vp_pitch_proxy,target_structure_bbox_h
train,TRAIN_0029,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0029/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0029/front.png,False,copy,,
train,TRAIN_0029,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0029/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0029/top.png,False,copy,,
train,TRAIN_0030,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0030/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0030/front.png,False,copy,,
train,TRAIN_0030,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0030/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0030/top.png,False,copy,,
train,TRAIN_0031,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0031/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0031/front.png,False,copy,,
train,TRAIN_0031,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0031/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0031/top.png,False,copy,,
train,TRAIN_0032,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0032/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0032/front.png,False,copy,,
train,TRAIN_0032,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0032/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0032/top.png,False,copy,,
train,TRAIN_0033,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0033/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0033/front.png,False,copy,,
train,TRAIN_0033,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0033/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0033/top.png,False,copy,,
train,TRAIN_0034,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0034/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0034/front.png,False,copy,,
train,TRAIN_0034,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0034/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0034/top.png,False,copy,,
train,TRAIN_0035,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0035/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0035/front.png,False,copy,,
train,TRAIN_0035,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0035/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0035/top.png,False,copy,,
train,TRAIN_0036,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0036/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0036/front.png,False,copy,,
train,TRAIN_0036,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0036/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0036/top.png,False,copy,,
train,TRAIN_0037,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0037/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0037/front.png,False,copy,,
train,TRAIN_0037,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0037/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0037/top.png,False,copy,,
train,TRAIN_0038,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0038/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0038/front.png,False,copy,,
train,TRAIN_0038,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0038/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0038/top.png,False,copy,,
train,TRAIN_0039,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0039/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0039/front.png,False,copy,,
train,TRAIN_0039,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0039/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0039/top.png,False,copy,,
train,TRAIN_0040,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0040/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0040/front.png,False,copy,,
train,TRAIN_0040,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0040/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0040/top.png,False,copy,,
train,TRAIN_0041,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0041/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0041/front.png,False,copy,,
train,TRAIN_0041,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0041/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0041/top.png,False,copy,,
train,TRAIN_0042,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0042/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0042/front.png,False,copy,,
train,TRAIN_0042,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0042/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0042/top.png,False,copy,,
train,TRAIN_0043,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0043/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0043/front.png,False,copy,,
train,TRAIN_0043,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0043/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0043/top.png,False,copy,,
train,TRAIN_0044,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0044/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0044/front.png,False,copy,,
train,TRAIN_0044,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0044/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0044/top.png,False,copy,,
train,TRAIN_0045,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0045/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0045/front.png,False,copy,,
train,TRAIN_0045,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0045/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0045/top.png,False,copy,,
train,TRAIN_0046,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0046/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0046/front.png,False,copy,,
train,TRAIN_0046,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0046/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0046/top.png,False,copy,,
train,TRAIN_0047,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0047/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0047/front.png,False,copy,,
train,TRAIN_0047,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0047/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0047/top.png,False,copy,,
train,TRAIN_0048,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0048/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0048/front.png,False,copy,,
train,TRAIN_0048,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0048/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0048/top.png,False,copy,,
train,TRAIN_0049,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0049/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0049/front.png,False,copy,,
train,TRAIN_0049,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0049/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0049/top.png,False,copy,,
train,TRAIN_0050,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0050/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0050/front.png,False,copy,,
train,TRAIN_0050,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0050/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0050/top.png,False,copy,,
train,TRAIN_0051,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0051/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0051/front.png,False,copy,,
train,TRAIN_0051,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0051/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0051/top.png,False,copy,,
train,TRAIN_0052,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0052/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0052/front.png,False,copy,,
train,TRAIN_0052,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0052/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0052/top.png,False,copy,,
train,TRAIN_0053,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0053/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0053/front.png,False,copy,,
train,TRAIN_0053,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0053/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0053/top.png,False,copy,,
train,TRAIN_0054,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0054/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0054/front.png,False,copy,,
train,TRAIN_0054,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0054/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0054/top.png,False,copy,,
train,TRAIN_0055,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0055/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0055/front.png,False,copy,,
train,TRAIN_0055,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0055/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0055/top.png,False,copy,,
train,TRAIN_0056,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0056/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0056/front.png,False,copy,,
train,TRAIN_0056,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0056/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0056/top.png,False,copy,,
train,TRAIN_0057,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0057/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0057/front.png,False,copy,,
train,TRAIN_0057,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0057/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0057/top.png,False,copy,,
train,TRAIN_0058,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0058/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0058/front.png,False,copy,,
train,TRAIN_0058,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0058/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0058/top.png,False,copy,,
train,TRAIN_0059,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0059/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0059/front.png,False,copy,,
train,TRAIN_0059,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0059/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0059/top.png,False,copy,,
train,TRAIN_0060,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0060/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0060/front.png,False,copy,,
train,TRAIN_0060,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0060/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0060/top.png,False,copy,,
train,TRAIN_0061,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0061/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0061/front.png,False,copy,,
train,TRAIN_0061,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0061/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0061/top.png,False,copy,,
train,TRAIN_0062,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0062/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0062/front.png,False,copy,,
train,TRAIN_0062,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0062/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0062/top.png,False,copy,,
train,TRAIN_0063,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0063/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0063/front.png,False,copy,,
train,TRAIN_0063,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0063/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0063/top.png,False,copy,,
train,TRAIN_0064,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0064/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0064/front.png,False,copy,,
train,TRAIN_0064,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0064/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0064/top.png,False,copy,,
train,TRAIN_0065,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0065/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0065/front.png,False,copy,,
train,TRAIN_0065,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0065/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0065/top.png,False,copy,,
train,TRAIN_0066,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0066/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0066/front.png,False,copy,,
train,TRAIN_0066,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0066/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0066/top.png,False,copy,,
