split,sample_id,view,image_path,brightness_mean
train,TRAIN_0016,front,data/train/TRAIN_0016/front.png,240.7932332356771
train,TRAIN_0016,top,data/train/TRAIN_0016/top.png,245.44246419270834
train,TRAIN_0017,front,data/train/TRAIN_0017/front.png,236.47789849175348
train,TRAIN_0017,top,data/train/TRAIN_0017/top.png,244.76213921440973
train,TRAIN_0018,front,data/train/TRAIN_0018/front.png,233.29348415798611
train,TRAIN_0018,top,data/train/TRAIN_0018/top.png,242.9883015950521
train,TRAIN_0019,front,data/train/TRAIN_0019/front.png,234.45703803168402
train,TRAIN_0019,top,data/train/TRAIN_0019/top.png,240.3064982096354
train,TRAIN_0020,front,data/train/TRAIN_0020/front.png,233.54745822482639
train,TRAIN_0020,top,data/train/TRAIN_0020/top.png,242.76976860894098
train,TRAIN_0021,front,data/train/TRAIN_0021/front.png,234.34954833984375
train,TRAIN_0021,top,data/train/TRAIN_0021/top.png,239.71727159288196
train,TRAIN_0022,front,data/train/TRAIN_0022/front.png,240.79517279730902
train,TRAIN_0022,top,data/train/TRAIN_0022/top.png,245.7217814127604
train,TRAIN_0023,front,data/train/TRAIN_0023/front.png,233.8871866861979
train,TRAIN_0023,top,data/train/TRAIN_0023/top.png,242.55413140190973
train,TRAIN_0024,front,data/train/TRAIN_0024/front.png,232.55147976345486
train,TRAIN_0024,top,data/train/TRAIN_0024/top.png,242.54102918836804
train,TRAIN_0025,front,data/train/TRAIN_0025/front.png,240.69281005859375
train,TRAIN_0025,top,data/train/TRAIN_0025/top.png,245.62661404079861
train,TRAIN_0026,front,data/train/TRAIN_0026/front.png,233.45895724826389
train,TRAIN_0026,top,data/train/TRAIN_0026/top.png,242.81545681423611
train,TRAIN_0027,front,data/train/TRAIN_0027/front.png,230.76925320095486
train,TRAIN_0027,top,data/train/TRAIN_0027/top.png,242.43663872612848
train,TRAIN_0028,front,data/train/TRAIN_0028/front.png,233.55068630642361
train,TRAIN_0028,top,data/train/TRAIN_0028/top.png,242.57598876953125
train,TRAIN_0029,front,data/train/TRAIN_0029/front.png,233.45332845052084
train,TRAIN_0029,top,data/train/TRAIN_0029/top.png,243.27262369791666
train,TRAIN_0030,front,data/train/TRAIN_0030/front.png,240.7677747938368
train,TRAIN_0030,top,data/train/TRAIN_0030/top.png,245.55192057291666
train,TRAIN_0031,front,data/train/TRAIN_0031/front.png,233.6146714952257
train,TRAIN_0031,top,data/train/TRAIN_0031/top.png,242.7258504231771
train,TRAIN_0032,front,data/train/TRAIN_0032/front.png,232.94251844618054
train,TRAIN_0032,top,data/train/TRAIN_0032/top.png,244.49383544921875
train,TRAIN_0033,front,data/train/TRAIN_0033/front.png,232.52187771267361
train,TRAIN_0033,top,data/train/TRAIN_0033/top.png,236.95230441623264
train,TRAIN_0034,front,data/train/TRAIN_0034/front.png,240.72027587890625
train,TRAIN_0034,top,data/train/TRAIN_0034/top.png,244.42560492621527
train,TRAIN_0035,front,data/train/TRAIN_0035/front.png,240.91632080078125
train,TRAIN_0035,top,data/train/TRAIN_0035/top.png,245.72704399956598
train,TRAIN_0036,front,data/train/TRAIN_0036/front.png,240.13528781467014
train,TRAIN_0036,top,data/train/TRAIN_0036/top.png,245.69847954644098
train,TRAIN_0037,front,data/train/TRAIN_0037/front.png,237.96285671657986
train,TRAIN_0037,top,data/train/TRAIN_0037/top.png,240.61041937934027
train,TRAIN_0038,front,data/train/TRAIN_0038/front.png,240.19713677300348
train,TRAIN_0038,top,data/train/TRAIN_0038/top.png,244.52452935112848
train,TRAIN_0039,front,data/train/TRAIN_0039/front.png,241.06694878472223
train,TRAIN_0039,top,data/train/TRAIN_0039/top.png,245.56266276041666
train,TRAIN_0040,front,data/train/TRAIN_0040/front.png,240.54473876953125
train,TRAIN_0040,top,data/train/TRAIN_0040/top.png,245.66029188368054
train,TRAIN_0041,front,data/train/TRAIN_0041/front.png,234.77197943793402
train,TRAIN_0041,top,data/train/TRAIN_0041/top.png,242.4775187174479
train,TRAIN_0042,front,data/train/TRAIN_0042/front.png,232.52886962890625
train,TRAIN_0042,top,data/train/TRAIN_0042/top.png,242.69500054253473
train,TRAIN_0043,front,data/train/TRAIN_0043/front.png,233.39221869574652
train,TRAIN_0043,top,data/train/TRAIN_0043/top.png,242.4622328016493
train,TRAIN_0044,front,data/train/TRAIN_0044/front.png,232.96742078993054
train,TRAIN_0044,top,data/train/TRAIN_0044/top.png,244.3078138563368
train,TRAIN_0045,front,data/train/TRAIN_0045/front.png,236.39638943142361
train,TRAIN_0045,top,data/train/TRAIN_0045/top.png,244.7212931315104
train,TRAIN_0046,front,data/train/TRAIN_0046/front.png,241.16209581163196
train,TRAIN_0046,top,data/train/TRAIN_0046/top.png,245.70604112413196
train,TRAIN_0047,front,data/train/TRAIN_0047/front.png,233.24637858072916
train,TRAIN_0047,top,data/train/TRAIN_0047/top.png,243.4480726453993
train,TRAIN_0048,front,data/train/TRAIN_0048/front.png,230.09811740451389
train,TRAIN_0048,top,data/train/TRAIN_0048/top.png,242.29109700520834
train,TRAIN_0049,front,data/train/TRAIN_0049/front.png,235.06041802300348
train,TRAIN_0049,top,data/train/TRAIN_0049/top.png,244.57449001736111
train,TRAIN_0050,front,data/train/TRAIN_0050/front.png,240.54244656032986
train,TRAIN_0050,top,data/train/TRAIN_0050/top.png,245.56715223524304
train,TRAIN_0051,front,data/train/TRAIN_0051/front.png,234.84253607855902
train,TRAIN_0051,top,data/train/TRAIN_0051/top.png,235.27527533637152
train,TRAIN_0052,front,data/train/TRAIN_0052/front.png,241.01696099175348
train,TRAIN_0052,top,data/train/TRAIN_0052/top.png,245.4314982096354
train,TRAIN_0053,front,data/train/TRAIN_0053/front.png,240.38103569878473
train,TRAIN_0053,top,data/train/TRAIN_0053/top.png,245.67245822482639
train,TRAIN_0054,front,data/train/TRAIN_0054/front.png,240.67502170138889
train,TRAIN_0054,top,data/train/TRAIN_0054/top.png,244.64032660590277
train,TRAIN_0055,front,data/train/TRAIN_0055/front.png,233.40611436631946
train,TRAIN_0055,top,data/train/TRAIN_0055/top.png,242.59490288628473
train,TRAIN_0056,front,data/train/TRAIN_0056/front.png,240.35933430989584
train,TRAIN_0056,top,data/train/TRAIN_0056/top.png,245.70113796657986
train,TRAIN_0057,front,data/train/TRAIN_0057/front.png,231.3145277235243
train,TRAIN_0057,top,data/train/TRAIN_0057/top.png,243.3553670247396
train,TRAIN_0058,front,data/train/TRAIN_0058/front.png,235.3353271484375
train,TRAIN_0058,top,data/train/TRAIN_0058/top.png,244.66136338975696
train,TRAIN_0059,front,data/train/TRAIN_0059/front.png,234.41588677300348
train,TRAIN_0059,top,data/train/TRAIN_0059/top.png,244.74434407552084
train,TRAIN_0060,front,data/train/TRAIN_0060/front.png,233.09762234157986
train,TRAIN_0060,top,data/train/TRAIN_0060/top.png,242.5187242296007
train,TRAIN_0061,front,data/train/TRAIN_0061/front.png,233.01907009548611
train,TRAIN_0061,top,data/train/TRAIN_0061/top.png,244.4727783203125
train,TRAIN_0062,front,data/train/TRAIN_0062/front.png,240.0473836263021
train,TRAIN_0062,top,data/train/TRAIN_0062/top.png,245.6539103190104
train,TRAIN_0063,front,data/train/TRAIN_0063/front.png,233.97397189670139
train,TRAIN_0063,top,data/train/TRAIN_0063/top.png,242.58787706163196
train,TRAIN_0064,front,data/train/TRAIN_0064/front.png,235.48701985677084
train,TRAIN_0064,top,data/train/TRAIN_0064/top.png,244.66643608940973
train,TRAIN_0065,front,data/train/TRAIN_0065/front.png,240.44009738498264
train,TRAIN_0065,top,data/train/TRAIN_0065/top.png,244.36208767361111
train,TRAIN_0066,front,data/train/TRAIN_0066/front.png,227.802734375
train,TRAIN_0066,top,data/train/TRAIN_0066/top.png,236.3118421766493
train,TRAIN_0067,front,data/train/TRAIN_0067/front.png,241.43100314670139
train,TRAIN_0067,top,data/train/TRAIN_0067/top.png,245.19776746961804
train,TRAIN_0068,front,data/train/TRAIN_0068/front.png,233.48135036892361
train,TRAIN_0068,top,data/train/TRAIN_0068/top.png,242.28008355034723
train,TRAIN_0069,front,data/train/TRAIN_0069/front.png,235.9451700846354
train,TRAIN_0069,top,data/train/TRAIN_0069/top.png,244.78683132595486
train,TRAIN_0070,front,data/train/TRAIN_0070/front.png,233.54165988498264
train,TRAIN_0070,top,data/train/TRAIN_0070/top.png,240.00632052951389
train,TRAIN_0071,front,data/train/TRAIN_0071/front.png,235.08285183376736
train,TRAIN_0071,top,data/train/TRAIN_0071/top.png,242.4628702799479
train,TRAIN_0072,front,data/train/TRAIN_0072/front.png,240.7545640733507
train,TRAIN_0072,top,data/train/TRAIN_0072/top.png,244.45748562282986
train,TRAIN_0073,front,data/train/TRAIN_0073/front.png,233.2128431532118
train,TRAIN_0073,top,data/train/TRAIN_0073/top.png,239.22821044921875
train,TRAIN_0074,front,data/train/TRAIN_0074/front.png,240.95041232638889
train,TRAIN_0074,top,data/train/TRAIN_0074/top.png,245.5419921875
train,TRAIN_0075,front,data/train/TRAIN_0075/front.png,236.4776407877604
train,TRAIN_0075,top,data/train/TRAIN_0075/top.png,244.76705593532986
train,TRAIN_0076,front,data/train/TRAIN_0076/front.png,233.6276380750868
train,TRAIN_0076,top,data/train/TRAIN_0076/top.png,244.38880072699652
train,TRAIN_0077,front,data/train/TRAIN_0077/front.png,234.90900336371527
train,TRAIN_0077,top,data/train/TRAIN_0077/top.png,243.82605658637152
train,TRAIN_0078,front,data/train/TRAIN_0078/front.png,234.1943359375
train,TRAIN_0078,top,data/train/TRAIN_0078/top.png,242.37786187065973
train,TRAIN_0079,front,data/train/TRAIN_0079/front.png,232.25045437282986
train,TRAIN_0079,top,data/train/TRAIN_0079/top.png,239.22915988498264
train,TRAIN_0080,front,data/train/TRAIN_0080/front.png,233.84726291232639
train,TRAIN_0080,top,data/train/TRAIN_0080/top.png,242.57927788628473
train,TRAIN_0081,front,data/train/TRAIN_0081/front.png,233.7955796983507
train,TRAIN_0081,top,data/train/TRAIN_0081/top.png,239.9433797200521
train,TRAIN_0082,front,data/train/TRAIN_0082/front.png,228.49854193793402
train,TRAIN_0082,top,data/train/TRAIN_0082/top.png,241.7506103515625
train,TRAIN_0083,front,data/train/TRAIN_0083/front.png,229.68883599175348
train,TRAIN_0083,top,data/train/TRAIN_0083/top.png,242.09031846788196
train,TRAIN_0084,front,data/train/TRAIN_0084/front.png,240.47348361545139
train,TRAIN_0084,top,data/train/TRAIN_0084/top.png,245.73958333333334
train,TRAIN_0085,front,data/train/TRAIN_0085/front.png,235.10230170355902
train,TRAIN_0085,top,data/train/TRAIN_0085/top.png,244.64310709635416
train,TRAIN_0086,front,data/train/TRAIN_0086/front.png,233.5713636610243
train,TRAIN_0086,top,data/train/TRAIN_0086/top.png,242.66370307074652
train,TRAIN_0087,front,data/train/TRAIN_0087/front.png,233.68048095703125
train,TRAIN_0087,top,data/train/TRAIN_0087/top.png,242.10449896918402
train,TRAIN_0088,front,data/train/TRAIN_0088/front.png,231.66187879774304
train,TRAIN_0088,top,data/train/TRAIN_0088/top.png,235.90557183159723
train,TRAIN_0089,front,data/train/TRAIN_0089/front.png,235.66786024305554
train,TRAIN_0089,top,data/train/TRAIN_0089/top.png,240.41800944010416
train,TRAIN_0090,front,data/train/TRAIN_0090/front.png,236.54520670572916
train,TRAIN_0090,top,data/train/TRAIN_0090/top.png,244.74306911892361
train,TRAIN_0091,front,data/train/TRAIN_0091/front.png,232.34115939670139
train,TRAIN_0091,top,data/train/TRAIN_0091/top.png,242.54122585720486
train,TRAIN_0092,front,data/train/TRAIN_0092/front.png,240.4781494140625
train,TRAIN_0092,top,data/train/TRAIN_0092/top.png,245.7074178059896
train,TRAIN_0093,front,data/train/TRAIN_0093/front.png,232.5434095594618
train,TRAIN_0093,top,data/train/TRAIN_0093/top.png,238.19601779513889
train,TRAIN_0094,front,data/train/TRAIN_0094/front.png,241.13650851779514
train,TRAIN_0094,top,data/train/TRAIN_0094/top.png,245.70362006293402
train,TRAIN_0095,front,data/train/TRAIN_0095/front.png,234.9059312608507
train,TRAIN_0095,top,data/train/TRAIN_0095/top.png,243.57556830512152
train,TRAIN_0096,front,data/train/TRAIN_0096/front.png,235.17589653862848
train,TRAIN_0096,top,data/train/TRAIN_0096/top.png,244.7718302408854
train,TRAIN_0097,front,data/train/TRAIN_0097/front.png,235.64944118923611
train,TRAIN_0097,top,data/train/TRAIN_0097/top.png,244.5921834309896
train,TRAIN_0098,front,data/train/TRAIN_0098/front.png,240.63106282552084
train,TRAIN_0098,top,data/train/TRAIN_0098/top.png,245.72128634982639
train,TRAIN_0099,front,data/train/TRAIN_0099/front.png,241.09865993923611
train,TRAIN_0099,top,data/train/TRAIN_0099/top.png,245.72865125868054
train,TRAIN_0100,front,data/train/TRAIN_0100/front.png,233.97091335720486
train,TRAIN_0100,top,data/train/TRAIN_0100/top.png,244.38253445095486
train,TRAIN_0101,front,data/train/TRAIN_0101/front.png,232.02254231770834
train,TRAIN_0101,top,data/train/TRAIN_0101/top.png,240.1973130967882
train,TRAIN_0102,front,data/train/TRAIN_0102/front.png,241.2294921875
train,TRAIN_0102,top,data/train/TRAIN_0102/top.png,245.70657009548611
train,TRAIN_0103,front,data/train/TRAIN_0103/front.png,233.53133816189236
train,TRAIN_0103,top,data/train/TRAIN_0103/top.png,242.51563178168402
train,TRAIN_0104,front,data/train/TRAIN_0104/front.png,229.28123643663196
train,TRAIN_0104,top,data/train/TRAIN_0104/top.png,242.1074422200521
train,TRAIN_0105,front,data/train/TRAIN_0105/front.png,234.43900553385416
train,TRAIN_0105,top,data/train/TRAIN_0105/top.png,239.92044406467014
train,TRAIN_0106,front,data/train/TRAIN_0106/front.png,231.8480021158854
train,TRAIN_0106,top,data/train/TRAIN_0106/top.png,237.17708333333334
train,TRAIN_0107,front,data/train/TRAIN_0107/front.png,241.43360053168402
train,TRAIN_0107,top,data/train/TRAIN_0107/top.png,245.24930148654514
train,TRAIN_0108,front,data/train/TRAIN_0108/front.png,233.67686631944446
train,TRAIN_0108,top,data/train/TRAIN_0108/top.png,242.47435845269098
train,TRAIN_0109,front,data/train/TRAIN_0109/front.png,235.2551744249132
train,TRAIN_0109,top,data/train/TRAIN_0109/top.png,242.62701416015625
train,TRAIN_0110,front,data/train/TRAIN_0110/front.png,240.74408637152777
train,TRAIN_0110,top,data/train/TRAIN_0110/top.png,245.51910400390625
train,TRAIN_0111,front,data/train/TRAIN_0111/front.png,234.50641547309027
train,TRAIN_0111,top,data/train/TRAIN_0111/top.png,240.85750325520834
train,TRAIN_0112,front,data/train/TRAIN_0112/front.png,236.01472981770834
train,TRAIN_0112,top,data/train/TRAIN_0112/top.png,243.88401963975696
train,TRAIN_0113,front,data/train/TRAIN_0113/front.png,233.76153564453125
train,TRAIN_0113,top,data/train/TRAIN_0113/top.png,242.4965616861979
train,TRAIN_0114,front,data/train/TRAIN_0114/front.png,233.66684299045139
train,TRAIN_0114,top,data/train/TRAIN_0114/top.png,242.28171115451389
train,TRAIN_0115,front,data/train/TRAIN_0115/front.png,229.74857584635416
train,TRAIN_0115,top,data/train/TRAIN_0115/top.png,241.9275377061632
train,TRAIN_0116,front,data/train/TRAIN_0116/front.png,230.08386908637152
train,TRAIN_0116,top,data/train/TRAIN_0116/top.png,242.34368896484375
train,TRAIN_0117,front,data/train/TRAIN_0117/front.png,229.59488254123264
train,TRAIN_0117,top,data/train/TRAIN_0117/top.png,242.00377739800348
train,TRAIN_0118,front,data/train/TRAIN_0118/front.png,233.73133002387152
train,TRAIN_0118,top,data/train/TRAIN_0118/top.png,242.5267808702257
train,TRAIN_0119,front,data/train/TRAIN_0119/front.png,232.1427001953125
train,TRAIN_0119,top,data/train/TRAIN_0119/top.png,238.15382215711804
train,TRAIN_0120,front,data/train/TRAIN_0120/front.png,230.87923855251736
train,TRAIN_0120,top,data/train/TRAIN_0120/top.png,242.1467759874132
train,TRAIN_0121,front,data/train/TRAIN_0121/front.png,233.92435031467014
train,TRAIN_0121,top,data/train/TRAIN_0121/top.png,242.25800238715277
train,TRAIN_0122,front,data/train/TRAIN_0122/front.png,235.9190470377604
train,TRAIN_0122,top,data/train/TRAIN_0122/top.png,244.72523328993054
train,TRAIN_0123,front,data/train/TRAIN_0123/front.png,232.02298312717014
train,TRAIN_0123,top,data/train/TRAIN_0123/top.png,238.23015679253473
train,TRAIN_0124,front,data/train/TRAIN_0124/front.png,236.04945203993054
train,TRAIN_0124,top,data/train/TRAIN_0124/top.png,244.81561957465277
train,TRAIN_0125,front,data/train/TRAIN_0125/front.png,239.7907511393229
train,TRAIN_0125,top,data/train/TRAIN_0125/top.png,245.61817762586804
train,TRAIN_0126,front,data/train/TRAIN_0126/front.png,235.43448893229166
train,TRAIN_0126,top,data/train/TRAIN_0126/top.png,243.2964070638021
train,TRAIN_0127,front,data/train/TRAIN_0127/front.png,236.95937771267361
train,TRAIN_0127,top,data/train/TRAIN_0127/top.png,244.02489556206598
train,TRAIN_0128,front,data/train/TRAIN_0128/front.png,233.33768039279514
train,TRAIN_0128,top,data/train/TRAIN_0128/top.png,244.67416720920139
train,TRAIN_0129,front,data/train/TRAIN_0129/front.png,240.0992906358507
train,TRAIN_0129,top,data/train/TRAIN_0129/top.png,245.50206163194446
train,TRAIN_0130,front,data/train/TRAIN_0130/front.png,233.84088134765625
train,TRAIN_0130,top,data/train/TRAIN_0130/top.png,243.34049479166666
train,TRAIN_0131,front,data/train/TRAIN_0131/front.png,236.4331258138021
train,TRAIN_0131,top,data/train/TRAIN_0131/top.png,240.4034898546007
train,TRAIN_0132,front,data/train/TRAIN_0132/front.png,239.9132080078125
train,TRAIN_0132,top,data/train/TRAIN_0132/top.png,245.31786431206598
train,TRAIN_0133,front,data/train/TRAIN_0133/front.png,230.03243001302084
train,TRAIN_0133,top,data/train/TRAIN_0133/top.png,242.24235026041666
train,TRAIN_0134,front,data/train/TRAIN_0134/front.png,233.74620903862848
train,TRAIN_0134,top,data/train/TRAIN_0134/top.png,242.3817342122396
train,TRAIN_0135,front,data/train/TRAIN_0135/front.png,240.17755805121527
train,TRAIN_0135,top,data/train/TRAIN_0135/top.png,244.51751030815973
train,TRAIN_0136,front,data/train/TRAIN_0136/front.png,235.83426920572916
train,TRAIN_0136,top,data/train/TRAIN_0136/top.png,244.84054904513889
train,TRAIN_0137,front,data/train/TRAIN_0137/front.png,241.10247124565973
train,TRAIN_0137,top,data/train/TRAIN_0137/top.png,245.73965115017361
train,TRAIN_0138,front,data/train/TRAIN_0138/front.png,233.64098442925348
train,TRAIN_0138,top,data/train/TRAIN_0138/top.png,242.70339626736111
train,TRAIN_0139,front,data/train/TRAIN_0139/front.png,234.1158447265625
train,TRAIN_0139,top,data/train/TRAIN_0139/top.png,242.70415581597223
train,TRAIN_0140,front,data/train/TRAIN_0140/front.png,234.21131727430554
train,TRAIN_0140,top,data/train/TRAIN_0140/top.png,242.68042670355902
train,TRAIN_0141,front,data/train/TRAIN_0141/front.png,230.45087348090277
train,TRAIN_0141,top,data/train/TRAIN_0141/top.png,242.0554945203993
train,TRAIN_0142,front,data/train/TRAIN_0142/front.png,233.67990451388889
train,TRAIN_0142,top,data/train/TRAIN_0142/top.png,244.57021755642361
train,TRAIN_0143,front,data/train/TRAIN_0143/front.png,234.36252170138889
train,TRAIN_0143,top,data/train/TRAIN_0143/top.png,240.10281032986111
train,TRAIN_0144,front,data/train/TRAIN_0144/front.png,233.49784342447916
train,TRAIN_0144,top,data/train/TRAIN_0144/top.png,242.72486029730902
train,TRAIN_0145,front,data/train/TRAIN_0145/front.png,236.0940958658854
train,TRAIN_0145,top,data/train/TRAIN_0145/top.png,244.5502726236979
train,TRAIN_0146,front,data/train/TRAIN_0146/front.png,234.05914306640625
train,TRAIN_0146,top,data/train/TRAIN_0146/top.png,244.46126302083334
train,TRAIN_0147,front,data/train/TRAIN_0147/front.png,232.64574517144098
train,TRAIN_0147,top,data/train/TRAIN_0147/top.png,244.37277560763889
train,TRAIN_0148,front,data/train/TRAIN_0148/front.png,240.60849338107639
train,TRAIN_0148,top,data/train/TRAIN_0148/top.png,245.72554524739584
train,TRAIN_0149,front,data/train/TRAIN_0149/front.png,233.60888671875
train,TRAIN_0149,top,data/train/TRAIN_0149/top.png,242.38494194878473
train,TRAIN_0150,front,data/train/TRAIN_0150/front.png,231.7997029622396
train,TRAIN_0150,top,data/train/TRAIN_0150/top.png,242.60995822482639
train,TRAIN_0151,front,data/train/TRAIN_0151/front.png,241.34393310546875
train,TRAIN_0151,top,data/train/TRAIN_0151/top.png,245.12630886501736
train,TRAIN_0152,front,data/train/TRAIN_0152/front.png,235.31778293185764
train,TRAIN_0152,top,data/train/TRAIN_0152/top.png,242.54281955295139
train,TRAIN_0153,front,data/train/TRAIN_0153/front.png,233.7149454752604
train,TRAIN_0153,top,data/train/TRAIN_0153/top.png,242.35487196180554
train,TRAIN_0154,front,data/train/TRAIN_0154/front.png,234.01565212673611
train,TRAIN_0154,top,data/train/TRAIN_0154/top.png,244.54056803385416
train,TRAIN_0155,front,data/train/TRAIN_0155/front.png,234.47359212239584
train,TRAIN_0155,top,data/train/TRAIN_0155/top.png,242.4230211046007
train,TRAIN_0156,front,data/train/TRAIN_0156/front.png,241.08116997612848
train,TRAIN_0156,top,data/train/TRAIN_0156/top.png,245.70364718967014
train,TRAIN_0157,front,data/train/TRAIN_0157/front.png,231.60439724392361
train,TRAIN_0157,top,data/train/TRAIN_0157/top.png,242.22823079427084
train,TRAIN_0158,front,data/train/TRAIN_0158/front.png,241.4560343424479
train,TRAIN_0158,top,data/train/TRAIN_0158/top.png,245.21933322482639
train,TRAIN_0159,front,data/train/TRAIN_0159/front.png,234.8748779296875
train,TRAIN_0159,top,data/train/TRAIN_0159/top.png,242.61218939887152
train,TRAIN_0160,front,data/train/TRAIN_0160/front.png,234.58454047309027
train,TRAIN_0160,top,data/train/TRAIN_0160/top.png,244.35641818576389
train,TRAIN_0161,front,data/train/TRAIN_0161/front.png,235.27645534939236
train,TRAIN_0161,top,data/train/TRAIN_0161/top.png,244.0211927625868
train,TRAIN_0162,front,data/train/TRAIN_0162/front.png,241.11314561631946
train,TRAIN_0162,top,data/train/TRAIN_0162/top.png,245.56001790364584
train,TRAIN_0163,front,data/train/TRAIN_0163/front.png,231.1526896158854
train,TRAIN_0163,top,data/train/TRAIN_0163/top.png,236.83311631944446
train,TRAIN_0164,front,data/train/TRAIN_0164/front.png,234.73167588975696
train,TRAIN_0164,top,data/train/TRAIN_0164/top.png,240.38031005859375
train,TRAIN_0165,front,data/train/TRAIN_0165/front.png,233.09570990668402
train,TRAIN_0165,top,data/train/TRAIN_0165/top.png,244.26964653862848
train,TRAIN_0166,front,data/train/TRAIN_0166/front.png,231.19306098090277
train,TRAIN_0166,top,data/train/TRAIN_0166/top.png,238.3737046983507
train,TRAIN_0167,front,data/train/TRAIN_0167/front.png,240.00379096137152
train,TRAIN_0167,top,data/train/TRAIN_0167/top.png,245.55753580729166
train,TRAIN_0168,front,data/train/TRAIN_0168/front.png,234.56817626953125
train,TRAIN_0168,top,data/train/TRAIN_0168/top.png,243.84042697482639
train,TRAIN_0169,front,data/train/TRAIN_0169/front.png,231.76803249782986
train,TRAIN_0169,top,data/train/TRAIN_0169/top.png,242.28320990668402
train,TRAIN_0170,front,data/train/TRAIN_0170/front.png,235.9466078016493
train,TRAIN_0170,top,data/train/TRAIN_0170/top.png,244.8102281358507
train,TRAIN_0171,front,data/train/TRAIN_0171/front.png,233.02996148003473
train,TRAIN_0171,top,data/train/TRAIN_0171/top.png,244.44390190972223
train,TRAIN_0172,front,data/train/TRAIN_0172/front.png,235.1407945421007
train,TRAIN_0172,top,data/train/TRAIN_0172/top.png,244.44255913628473
train,TRAIN_0173,front,data/train/TRAIN_0173/front.png,240.02830674913196
train,TRAIN_0173,top,data/train/TRAIN_0173/top.png,245.69223361545139
train,TRAIN_0174,front,data/train/TRAIN_0174/front.png,234.0229695638021
train,TRAIN_0174,top,data/train/TRAIN_0174/top.png,242.5417277018229
train,TRAIN_0175,front,data/train/TRAIN_0175/front.png,234.07902018229166
train,TRAIN_0175,top,data/train/TRAIN_0175/top.png,241.45567491319446
train,TRAIN_0176,front,data/train/TRAIN_0176/front.png,233.63369411892361
train,TRAIN_0176,top,data/train/TRAIN_0176/top.png,244.62192111545139
train,TRAIN_0177,front,data/train/TRAIN_0177/front.png,241.02752685546875
train,TRAIN_0177,top,data/train/TRAIN_0177/top.png,245.75032552083334
train,TRAIN_0178,front,data/train/TRAIN_0178/front.png,240.5957777235243
train,TRAIN_0178,top,data/train/TRAIN_0178/top.png,245.70071072048611
train,TRAIN_0179,front,data/train/TRAIN_0179/front.png,239.95174153645834
train,TRAIN_0179,top,data/train/TRAIN_0179/top.png,245.36724853515625
train,TRAIN_0180,front,data/train/TRAIN_0180/front.png,234.48080783420139
train,TRAIN_0180,top,data/train/TRAIN_0180/top.png,239.70659722222223
train,TRAIN_0181,front,data/train/TRAIN_0181/front.png,234.41793484157986
train,TRAIN_0181,top,data/train/TRAIN_0181/top.png,244.3767293294271
train,TRAIN_0182,front,data/train/TRAIN_0182/front.png,236.1792738172743
train,TRAIN_0182,top,data/train/TRAIN_0182/top.png,235.5887654622396
train,TRAIN_0183,front,data/train/TRAIN_0183/front.png,234.41752115885416
train,TRAIN_0183,top,data/train/TRAIN_0183/top.png,244.55956353081598
train,TRAIN_0184,front,data/train/TRAIN_0184/front.png,234.40865071614584
