split,sample_id,label,view,image_path,width,height,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness_mean,brightness_std,saturation_mean,saturation_std,hue_entropy,laplacian_var,noise_residual_std,fft_high_freq_ratio,edge_density,structure_area_ratio,structure_bbox_w,structure_bbox_h,structure_center_x,structure_center_y,checker_line_count,vp_x,vp_y,vp_spread,vp_pitch_proxy,vp_intersections,distortion_proxy,shadow_area_ratio,shadow_angle_deg,shadow_elongation,chessboard_found,chessboard_nx,chessboard_ny
train,TRAIN_0006,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0006/front.png,384,384,200.91979302300348,213.4549763997396,233.3094957139757,45.781678425784044,40.00521571493969,38.43584682534317,0.9200280947882625,0.1325997981372473,0.15753524880004083,0.13092116034250498,0.49200336198456224,541.0177001953125,6.462172031402588,0.6217601299285889,0.0996432834201389,0.06773546006944445,0.3020833333333333,0.4192708333333333,0.46291356919970633,0.4772633410092111,40,229.6876220703125,132.34005737304688,0.31085118651390076,0.3446355660756429,560,0.0957009382565546,0.0,,,0,-1,-1
train,TRAIN_0006,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0006/top.png,384,384,208.49188910590277,221.09158664279514,240.20453559027777,45.19512683171633,35.87883932624605,28.58972193928394,0.9453806359783496,0.09642883573880141,0.14677553530092594,0.1419984337477241,0.41747122084352367,224.54754638671875,4.575863838195801,0.5573191046714783,0.04328748914930555,0.04460313585069445,0.2682291666666667,0.1796875,0.4573905751102327,0.49762706844559323,27,191.0,191.96322631835938,0.3184084892272949,0.49990423520406085,154,0.0,,,,0,-1,-1
train,TRAIN_0007,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0007/front.png,384,384,201.3836466471354,213.6565416124132,233.00445556640625,47.10738186525008,40.5043415981543,37.38949738796182,0.918236240893927,0.13049410264056627,0.15405395773760894,0.13443885743652526,0.5039991253076659,595.374267578125,6.546000003814697,0.61641526222229,0.10605875651041667,0.0630764431423611,0.4765625,0.3255208333333333,0.6265726915564634,0.5318138954592696,40,211.87303161621094,125.88526153564453,0.364011287689209,0.32782620191574097,581,0.05409555733295476,0.011400010850694444,60.002448151287034,1.705209065203576,0,-1,-1
train,TRAIN_0007,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0007/top.png,384,384,206.33031548394098,218.93594699435764,237.73779296875,47.16309919751893,38.396641035050635,32.59193935345237,0.9370831258935867,0.11007661795466282,0.15034788709320535,0.1431821909660185,0.4665862296304737,286.91741943359375,5.071091651916504,0.5670440793037415,0.04696316189236111,0.0674709743923611,0.4114583333333333,0.203125,0.6523344578182062,0.493861139729286,31,191.0,192.00001525878906,0.23881782591342926,0.5000000397364298,235,0.0,,,,0,-1,-1
train,TRAIN_0008,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0008/front.png,384,384,201.66722954644098,212.7187703450521,230.2669203016493,48.177972844168266,43.5956351555817,43.76391560716298,0.9104974085988562,0.14812833995246888,0.15009012991047113,0.13475447070390004,0.5493734791301352,578.9464721679688,6.662827491760254,0.6190245747566223,0.1130032009548611,0.08921305338541667,0.3229166666666667,0.4635416666666667,0.4404458460027873,0.4788726957430635,40,190.34771728515625,144.6409912109375,0.289835661649704,0.3766692479451497,566,0.11633595099379129,0.0,,,0,-1,-1
train,TRAIN_0008,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0008/top.png,384,384,207.84415690104166,220.40426296657986,238.6719970703125,45.18194124545802,35.9648202011733,31.957186966999167,0.9417367972579657,0.10102228691047109,0.14769475932734205,0.14246165340125588,0.4351794298547489,226.3611297607422,4.557712554931641,0.5380324721336365,0.044392903645833336,0.05647108289930555,0.3255208333333333,0.20052083333333334,0.3916961265561827,0.4907041851807374,30,191.0,192.0,0.30201417207717896,0.5,205,0.0,,,,0,-1,-1
train,TRAIN_0009,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0009/front.png,384,384,208.62000868055554,220.6278822157118,240.7520751953125,40.01907218844172,32.008495742165564,22.744080588199324,0.9454902865008852,0.08027444609679772,0.14238166892190904,0.12750449022056295,0.42878968261958145,403.3321533203125,5.960741996765137,0.6057975888252258,0.10167778862847222,0.016337076822916668,0.1015625,0.3020833333333333,0.5198593382454684,0.4805125311332503,40,192.18226623535156,136.81150817871094,0.297031968832016,0.35627996921539307,575,0.10833622626533254,0.0017022026909722222,164.57745040626216,2.6392093901148526,0,-1,-1
train,TRAIN_0009,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0009/top.png,384,384,212.54469129774304,225.4132080078125,245.4362589518229,40.81118804889429,28.8132756890027,11.327416434343764,0.9627607623995779,0.04136178642421427,0.1402369546994145,0.13821081092050747,0.3343604818572955,161.52391052246094,3.987150192260742,0.5413424968719482,0.037055121527777776,0.004130045572916667,0.0625,0.08333333333333333,0.5100147099069513,0.47191434044882324,28,191.0,192.0,0.3153637945652008,0.5,164,0.0,,,,0,-1,-1
train,TRAIN_0010,stable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0010/front.png,384,384,201.3753662109375,212.6810099283854,233.1945326063368,45.65771734384636,42.41651403165596,38.30934740123566,0.9190782335069445,0.1338910241623164,0.15839386318763615,0.13279103957226884,0.5080217907950597,606.3402099609375,6.787184715270996,0.6244014501571655,0.09849039713541667,0.0700344509548611,0.28125,0.5078125,0.5019447403247151,0.4630375774668345,37,191.49998474121094,134.17698669433594,0.3291192352771759,0.3494192361831665,501,0.06861418780415414,0.0,,,0,-1,-1
train,TRAIN_0010,stable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0010/top.png,384,384,210.2223375108507,222.32729763454861,241.74431694878473,42.916348387073434,34.201060674782006,25.168673637832768,0.9511728058193764,0.08131585791919523,0.1449243483200572,0.14087037483231737,0.4023249586098495,202.37081909179688,4.378540992736816,0.5541703104972839,0.041666666666666664,0.03216552734375,0.18229166666666666,0.1796875,0.5034716731674749,0.498884320753391,30,190.6097412109375,189.140625,0.3307795822620392,0.4925537109375,211,0.0,,,,0,-1,-1
train,TRAIN_0011,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0011/front.png,384,384,209.46613226996527,220.8870646158854,239.7613728841146,39.846232124530935,32.22990400258921,26.809199874060482,0.9432281028730937,0.08783538066062013,0.13843331929125818,0.12688180203154661,0.44165695751568623,441.2176208496094,6.150104522705078,0.6133487224578857,0.10493977864583333,0.020453559027777776,0.11979166666666667,0.3645833333333333,0.5318121062665783,0.47832566589301506,40,190.9730682373047,136.49302673339844,0.29679808020591736,0.3554505904515584,571,0.1072845359544402,0.0029771592881944445,-176.91111526548954,3.2793503497556045,1,5,5
train,TRAIN_0011,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0011/top.png,384,384,212.51261393229166,225.43254937065973,245.10913764105902,40.670468890608355,28.30469614174458,13.632462698458781,0.9623135435814951,0.04205586726627232,0.14044200091060732,0.13853005078413777,0.3370246072575824,151.57896423339844,3.907994270324707,0.5209619402885437,0.03744845920138889,0.004977756076388889,0.125,0.044270833333333336,0.5492662920072661,0.49678914055404183,30,218.5,220.0,0.29044052958488464,0.5729166666666666,216,0.0,,,,0,-1,-1
train,TRAIN_0012,stable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0012/front.png,384,384,201.2335679796007,211.6793416341146,230.24285888671875,48.098323479642104,45.29382916571753,43.49634740159598,0.9094161688112745,0.15001541113465033,0.15210439644607843,0.13343149170248111,0.543607923048319,577.3623657226562,6.679130554199219,0.6211915016174316,0.11100938585069445,0.0879245334201389,0.2578125,0.4348958333333333,0.502976965226893,0.49357404550713463,40,235.18185424804688,126.65298461914062,0.34511756896972656,0.329825480779012,578,0.114943060870779,0.0020955403645833335,134.13833233378355,3.2458435837357147,0,-1,-1
train,TRAIN_0012,stable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0012/top.png,384,384,209.69076199001736,222.1376478407118,241.61642795138889,43.72433911202436,34.42461826558481,25.103649227050123,0.951005816823257,0.07953058416593449,0.1471128642429194,0.14296477489186202,0.39653506238229724,196.96018981933594,4.30852746963501,0.524102509021759,0.04029676649305555,0.034261067708333336,0.18489583333333334,0.20052083333333334,0.5043083184877276,0.49163697545526525,24,191.1727294921875,192.0,0.3029634356498718,0.5,130,0.0,,,,0,-1,-1
train,TRAIN_0013,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0013/front.png,384,384,200.5204603407118,213.50516764322916,232.4449666341146,46.08479787944033,39.08420022788555,39.56176456328455,0.9184416062431917,0.1317258554934763,0.15854540058210784,0.13210009055410973,0.5186732191330005,589.4710083007812,6.671153545379639,0.6275356411933899,0.10096571180555555,0.07460530598958333,0.3463541666666667,0.5703125,0.44260820039087356,0.4510925143168803,38,159.31512451171875,135.0189666748047,0.23006664216518402,0.3516118923823039,489,0.07791107311370743,0.0,,,1,5,5
train,TRAIN_0013,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0013/top.png,384,384,207.40277099609375,220.56692843967014,238.64568413628473,45.875226180820725,35.33856080769226,31.656352231305874,0.9416536086005582,0.09996302431146388,0.14936363868464053,0.14338464749912905,0.4508498415342994,253.26852416992188,4.837378025054932,0.5600458383560181,0.044677734375,0.056599934895833336,0.4713541666666667,0.1796875,0.40598883447160317,0.49679424774342995,28,191.0,175.0,0.3308854103088379,0.4557291666666667,164,0.0,,,,0,-1,-1
train,TRAIN_0014,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0014/front.png,384,384,200.55950927734375,212.2471720377604,232.58460828993054,46.39163234619869,42.928734075382565,39.76895352349546,0.9177085194972087,0.1366001401091941,0.16089614502485022,0.1352109161589992,0.5102696017643693,599.8421630859375,6.78718900680542,0.6276358962059021,0.0983547634548611,0.07252332899305555,0.2786458333333333,0.5390625,0.5188520821644536,0.4546272539897762,38,141.97653198242188,135.292724609375,0.2765253186225891,0.3523248036702474,497,0.07710579610875272,0.0,,,1,5,5
train,TRAIN_0014,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0014/top.png,384,384,209.7183091905382,222.30297173394098,241.94722493489584,43.742970077008835,34.01307135123669,23.45739885953208,0.9511185523471541,0.07960400312697896,0.14642533445669936,0.14237945130261404,0.4020762258558675,208.37071228027344,4.448577880859375,0.5417860746383667,0.04146999782986111,0.03375244140625,0.2265625,0.1796875,0.5103905046547451,0.49852760196905765,30,191.00001525878906,192.0,0.3296196162700653,0.5,189,0.0,,,,0,-1,-1
train,TRAIN_0015,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0015/front.png,384,384,209.1554429796007,220.73375786675348,239.9393107096354,41.09135552370675,33.242510402867154,25.93634429574948,0.942609905832993,0.09213272590763932,0.13673351013582516,0.12547615256044423,0.43816165889246167,453.10064697265625,6.242098331451416,0.6118945479393005,0.10425482855902778,0.020738389756944444,0.09895833333333333,0.3880208333333333,0.5211228744277305,0.46806617206235007,40,190.02276611328125,128.6058807373047,0.2782970070838928,0.33491114775339764,553,0.08248228869306261,0.002020941840277778,156.431237973139,3.176703411695671,1,5,5
train,TRAIN_0015,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0015/top.png,384,384,212.45309109157986,225.4073961046007,245.37065972222223,40.99854054992179,28.77008675821087,11.965628452221257,0.9624683787360431,0.044394898552355816,0.13977322048611113,0.13757056451054575,0.3347238525510944,159.0886993408203,3.9690511226654053,0.5245727300643921,0.037027994791666664,0.0042724609375,0.057291666666666664,0.09375,0.5081803902116402,0.4672536375661376,34,191.0,193.0,0.28515923023223877,0.5026041666666666,282,0.0,,,,0,-1,-1
train,TRAIN_0016,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0016/front.png,384,384,209.2326863606771,220.84510633680554,240.1804673936632,39.9245622548252,32.148484882164,25.259251554716734,0.944287189159518,0.0844399582666885,0.13973870038466776,0.12701956241905735,0.43718708195819495,428.2622985839844,6.078689098358154,0.61305171251297,0.10406494140625,0.019049750434027776,0.11197916666666667,0.3385416666666667,0.5264106443574226,0.482436476504094,40,190.43357849121094,131.82777404785156,0.30044591426849365,0.3433014949162801,572,0.06045200804811014,0.002678765190972222,-174.84630645709,2.867537429195168,0,-1,-1
train,TRAIN_0016,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0016/top.png,384,384,212.52684868706598,225.3543226453993,245.27016872829861,40.70788084237066,28.702561337776253,12.283785713440935,0.9625194674223857,0.041012949664357895,0.14032551551436545,0.1383750632186759,0.3363758415912622,152.53404235839844,3.923614263534546,0.519712507724762,0.037163628472222224,0.004652235243055556,0.11458333333333333,0.044270833333333336,0.5429725461613216,0.4964847546161322,26,191.0,192.0,0.2916666865348816,0.5,153,0.0,,,,0,-1,-1
train,TRAIN_0017,stable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0017/front.png,384,384,204.42084418402777,215.9253133138021,235.6602037217882,44.44952250686804,39.29474194801791,34.42321286585517,0.9273643078107979,0.1216296850093761,0.14764281960614106,0.1287258308233379,0.49313589817351705,531.4689331054688,6.503626823425293,0.6193791627883911,0.10594346788194445,0.05234103732638889,0.19270833333333334,0.3489583333333333,0.5093568470890558,0.48850799267945066,40,191.63381958007812,128.22409057617188,0.2883535921573639,0.33391690254211426,564,0.08563397734114662,0.0011732313368055555,140.67805925605745,1.4747462142206413,0,-1,-1
train,TRAIN_0017,stable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0017/top.png,384,384,211.9058091905382,224.67618136935764,244.61391872829861,41.400096075698784,29.95459583401325,14.77850756937939,0.9598515263310186,0.052201210712503596,0.1408003131808279,0.13846223730333398,0.34671914258144965,166.56509399414062,4.107631206512451,0.5123324394226074,0.03775363498263889,0.012173122829861112,0.22395833333333334,0.08072916666666667,0.49618007195914576,0.4867644498607242,29,191.0,192.0,0.3053399324417114,0.5,192,0.0,,,,0,-1,-1
train,TRAIN_0018,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0018/front.png,384,384,203.05953640407986,213.76146782769098,232.24262152777777,48.192386247099165,44.001627505317906,40.73064488507797,0.9148764084626907,0.14527419898647453,0.14545276118259803,0.13163303591349515,0.540526094781679,605.7877197265625,6.855373382568359,0.6207059621810913,0.10573323567708333,0.07366943359375,0.22395833333333334,0.4765625,0.485290521725122,0.47519389211083496,40,191.4889373779297,137.68301391601562,0.28592434525489807,0.3585495154062907,558,0.07074643023657534,0.0012749565972222222,-148.84329271299305,1.198302672218093,0,-1,-1
train,TRAIN_0018,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0018/top.png,384,384,210.27435980902777,223.10085720486111,242.65320502387152,43.66794733782047,33.066242975335356,22.241127627592892,0.9528953003727533,0.07916778961648974,0.14287739672691993,0.13942544638590537,0.3872253436538699,194.62710571289062,4.312594890594482,0.5397186875343323,0.040642632378472224,0.026041666666666668,0.24479166666666666,0.1328125,0.5173319498697917,0.5467719184027778,30,191.0,193.0,0.24854516983032227,0.5026041666666666,200,0.0,,,,0,-1,-1
train,TRAIN_0019,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0019/front.png,384,384,200.8910658094618,212.85622829861111,233.1300523546007,45.474387327583955,40.89908443587303,37.64254942762961,0.9194393648301334,0.13008662686193603,0.15793496923508987,0.1317496686031532,0.5017941278231594,572.171142578125,6.570762634277344,0.624962329864502,0.09876166449652778,0.0691189236111111,0.4114583333333333,0.4973958333333333,0.5562806102008111,0.4653417406626112,40,189.5962371826172,133.43711853027344,0.27061715722084045,0.3474924961725871,559,0.0857806975452878,0.0,,,0,-1,-1
train,TRAIN_0019,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0019/top.png,384,384,208.1353013780382,219.9185045030382,239.1299031575521,45.10396470814331,37.68631699199381,29.984143476726814,0.9423784243515114,0.09901496960159265,0.14803738064236113,0.14320306399298288,0.43957009846656786,310.5380554199219,5.254826068878174,0.5839107632637024,0.044881184895833336,0.056084526909722224,0.20572916666666666,0.4609375,0.5118488008867392,0.409653680471584,32,191.0,131.0,0.31382641196250916,0.3411458333333333,249,0.0,,,,0,-1,-1
train,TRAIN_0020,stable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0020/front.png,384,384,202.0091078016493,212.9993896484375,231.78626166449652,46.4705688799741,43.022830861321935,41.683377883269486,0.9158723851953976,0.1401216391995597,0.15331581797215416,0.13355538555391125,0.5346394496438862,562.299072265625,6.605410575866699,0.6174497008323669,0.10687934027777778,0.07542588975694445,0.2552083333333333,0.3802083333333333,0.5024442452646406,0.4991355346760175,40,164.71551513671875,121.6786880493164,0.31408268213272095,0.3168715834617615,564,0.07609913268101952,0.0010782877604166667,135.2628580758053,1.482672255604467,1,5,5
train,TRAIN_0020,stable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0020/top.png,384,384,209.93138292100696,222.82691107855902,241.76062689887152,43.56404489139833,32.65808503984323,25.01707178713657,0.9520383082703567,0.07653802679275215,0.14576035709422658,0.1417814207933825,0.400995359710291,198.09417724609375,4.316374778747559,0.5380381941795349,0.04079861111111111,0.031975640190972224,0.1796875,0.19270833333333334,0.5041362893248498,0.4926818221986568,26,186.9915313720703,192.0,0.3046796917915344,0.5,146,0.0,,,,0,-1,-1
train,TRAIN_0021,unstable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0021/front.png,384,384,202.87103271484375,214.12955050998264,232.6543986002604,44.76753244169363,39.958549910735606,38.768559239237916,0.9190178366268382,0.1299298573730189,0.15016416994315088,0.13007798409389926,0.5160799109965909,576.8439331054688,6.588655471801758,0.6257440447807312,0.106201171875,0.06871880425347222,0.4088541666666667,0.390625,0.6136828102898122,0.4666929833218198,40,168.83502197265625,128.18084716796875,0.27522751688957214,0.33380428949991864,556,0.10661190035010534,0.0035264756944444445,134.60770503631807,2.2410718997502594,0,-1,-1
train,TRAIN_0021,unstable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0021/top.png,384,384,208.0993177625868,220.10191514756946,238.0861341688368,45.1227560515075,36.92270598202865,32.98209365485535,0.940067731736792,0.10499181239006428,0.14683872463916123,0.14189356826250105,0.45459320001896525,327.6412353515625,5.3327484130859375,0.5908203721046448,0.04533555772569445,0.06199815538194445,0.2890625,0.3203125,0.5372747347407569,0.34881932290527234,34,191.0,137.0,0.31306374073028564,0.3567708333333333,281,0.0,,,,0,-1,-1
train,TRAIN_0022,stable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0022/front.png,384,384,209.3454386393229,221.1050821940104,240.28772650824652,40.59788202416827,32.1600354728486,25.097549161768214,0.9442947952835647,0.08652812054783893,0.1383277909688181,0.1264580179269465,0.4367781945064538,425.5091857910156,6.073819637298584,0.6110119819641113,0.10393608940972222,0.019565158420138888,0.06770833333333333,0.3541666666666667,0.5023739890236857,0.47734600664355864,40,188.37887573242188,142.9871826171875,0.27973517775535583,0.3723624547322591,570,0.0751591683971735,0.001308865017361111,149.41189262889492,1.9483852535376125,0,-1,-1
train,TRAIN_0022,stable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0022/top.png,384,384,212.65716552734375,225.78118218315973,245.63650173611111,40.88973485099304,27.83697493548895,10.150568821379737,0.9636148290696487,0.03595007843366855,0.13976407186138345,0.13826447313416518,0.32895786791292125,138.35142517089844,3.7797868251800537,0.5072512030601501,0.03648546006944445,0.0024210611979166665,0.052083333333333336,0.0546875,0.5034357492997199,0.4934348739495798,26,192.0,192.0,0.2977508008480072,0.5,156,0.0,,,,0,-1,-1
train,TRAIN_0023,stable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0023/front.png,384,384,200.86092122395834,212.8688490125868,232.4208984375,46.492436405071786,41.75383709306793,40.28203903384311,0.9172046536713644,0.13841302666165894,0.15651621434163945,0.13086883712430025,0.5088720413283706,602.08251953125,6.8051652908325195,0.6253842115402222,0.10019938151041667,0.07295057508680555,0.28125,0.546875,0.5031435441263054,0.4541454111276378,37,142.6796112060547,135.21644592285156,0.2983654737472534,0.35212616125742596,491,0.11157417546336885,0.0,,,1,5,5
train,TRAIN_0023,stable,top,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0023/top.png,384,384,209.97724066840277,222.43877495659723,241.77755398220486,43.5287582119526,33.86524651023408,24.982765943992458,0.9511926721643519,0.08180522138142342,0.14462967750034042,0.13998527083885526,0.3996707259340389,199.128662109375,4.3610992431640625,0.548328161239624,0.04151746961805555,0.031975640190972224,0.18229166666666666,0.1796875,0.5039998674443266,0.49919472428419936,30,191.0,192.0,0.33145633339881897,0.5,203,0.0,,,,0,-1,-1
train,TRAIN_0024,stable,front,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0024/front.png,384,384,201.5812242296007,212.2693617078993,231.07135687934027,47.330410946990355,44.20613257841854,42.15108568479237,0.9119665873076661,0.1464739481385999,0.15144503059470316,0.1315050372379558,0.5462235024357435,580.994384765625,6.661182403564453,0.6216942667961121,0.10761176215277778,0.08180067274305555,0.2552083333333333,0.4088541666666667,0.5021257357817941,0.4960184014536009,40,191.5536651611328,141.75852966308594,0.3495636284351349,0.3691628376642863,589,0.06287857597263243,0.001193576388888889,127.24749405205857,1.5321891343402176,0,-1,-1
