split,sample_id,label,target,pc1,pc2,pc3,pc4,pc5,cluster_id
dev,DEV_028,unstable,1,12.621866502382707,-0.5232581607834853,-11.710766525059205,0.16171726387838292,-3.6088278054087284,2
dev,DEV_029,stable,0,14.705797753254242,-6.0266651039628965,-10.549951538069354,7.2196005555867995,0.5477082130251817,2
dev,DEV_030,unstable,1,5.213637986533241,-10.678427991722234,-7.071536163604861,-1.9260087441250089,-2.8086642017259975,2
dev,DEV_031,stable,0,11.54232224625544,-7.437027443008745,-7.15378584499447,1.8833893641909565,-3.4132875054151466,2
dev,DEV_032,stable,0,6.766560182040804,-0.3076433249754193,-8.674176628524437,5.614214119477275,3.2854851398811085,2
dev,DEV_033,unstable,1,6.437844931962688,-11.94139618357744,-6.477713543930627,-2.165217218086465,-0.602244460504385,2
dev,DEV_034,stable,0,5.080432453136389,-14.704420084187186,-8.774322971979656,2.20177073965068,4.773264463874751,2
dev,DEV_035,unstable,1,13.220591570020089,-10.57974395899868,-9.947744316857806,4.945848899041153,4.61001924754323,2
dev,DEV_036,stable,0,9.034908061846885,1.9185276431174234,-8.077386221581872,1.0471196259437483,-4.0627959087363275,2
dev,DEV_037,unstable,1,17.706771039959076,-10.718976354309095,-7.009052252368525,-2.3418494569547113,-1.788657946390333,2
dev,DEV_038,unstable,1,7.907574472188177,-3.4458950461411395,-4.233517468770107,3.8904120912466724,3.0745711542654917,2
dev,DEV_039,stable,0,7.880355932489612,-13.23197704300388,-9.435697854360097,2.102800546517676,3.8330502374749598,2
dev,DEV_040,stable,0,13.856211883228772,-4.346826666984378,-11.195116876460242,-0.06034742954721792,-1.4326288716518374,2
dev,DEV_041,unstable,1,23.633964163361902,-4.512408214366821,-7.214772693864924,6.659339567295838,2.409035216113014,2
dev,DEV_042,stable,0,4.054520535213408,-12.021119991129282,-6.3132971341128,-2.5340274748637324,-0.49876026235512455,2
dev,DEV_043,stable,0,11.636289793540184,0.07915534113583027,-11.454916814852483,2.0285047319541025,-3.232750283545001,2
dev,DEV_044,unstable,1,12.068225459183594,-8.988211135668227,-11.449837744082451,0.10774548172673733,-1.9426686719641455,2
dev,DEV_045,stable,0,10.149632227175147,-14.941932338080408,-13.655794731897094,-2.4613433017461537,-0.11208837265398837,2
dev,DEV_046,stable,0,14.839464425659042,-6.931268986203857,-9.605528893963566,-0.8445198999818453,-1.7098134608065583,2
dev,DEV_047,unstable,1,17.831781044282476,-16.690893304870638,-11.43652452229874,-2.559416741436814,-0.4382758077563672,2
dev,DEV_048,stable,0,4.5133168704881745,-12.160139458447716,-6.358325224663413,4.983545751479422,6.420855948112275,2
dev,DEV_049,unstable,1,8.320100897985816,-5.1937487432993725,-3.9701809626098963,1.8829963316383007,6.031474734303558,2
dev,DEV_050,stable,0,9.962759652366271,-5.849349339105195,-5.795639542239243,2.4667919933476474,4.314501477153634,2
dev,DEV_051,stable,0,17.165836426786637,-15.897954564979491,-11.511560697668608,-3.2116418275534304,0.9642617387049977,2
dev,DEV_052,stable,0,5.78475862983731,-2.9974765501812497,-2.181988406084903,0.08234355702362899,-0.33267537680219494,0
dev,DEV_053,stable,0,12.839102476971211,-1.079058287788007,-10.149918732548894,-0.162828813942734,-1.0574588002599976,2
dev,DEV_054,stable,0,4.550426114029522,-0.00720951327967809,-7.168165170133553,-0.4337406540166867,-3.499203151679902,1
dev,DEV_055,stable,0,11.636922056902966,-0.7985372099694067,-9.526664417219568,7.268010269888179,2.9929132881868523,2
dev,DEV_056,unstable,1,10.531639353315283,-14.148141680788575,-9.779118436168703,2.3311927860735837,4.158904871509907,2
dev,DEV_057,stable,0,3.414863100658743,5.789147565330186,-6.494699047003366,5.775290481949202,3.044911599849553,1
dev,DEV_058,unstable,1,11.962790771355621,-4.903679242021247,-12.801713331696138,-4.491793432253553,-0.32658374021519526,2
dev,DEV_059,stable,0,11.077875735613572,-2.2529645599410806,-10.802519939164274,6.756060644686425,4.334839843062512,2
dev,DEV_060,unstable,1,7.228358857165486,0.4700540624479221,-9.009698687638863,-0.3044788866910094,-2.226169828656429,2
dev,DEV_061,unstable,1,16.51481947987876,0.5588264613169991,0.9595139726482795,-2.4970326883102483,-0.13262189804254257,0
dev,DEV_062,unstable,1,1.928212055738451,-3.7145849228528847,-1.3594137723913018,4.361620104729365,4.348672042766796,3
dev,DEV_063,unstable,1,14.66886976743356,-6.547957665827647,2.400567933307712,8.126474634952475,3.025858686419783,0
dev,DEV_064,stable,0,6.555018076847499,-2.7282930649154427,-8.054108871702665,1.3503721383308716,-2.383844352243525,2
dev,DEV_065,unstable,1,20.50731390860985,-7.980010641579357,-9.375557938012834,-0.7999180608018457,-1.7713628229322518,2
dev,DEV_066,unstable,1,6.071143414677578,4.460191032167714,-4.580027076203187,-1.2026003790705517,-0.7108478023376787,1
dev,DEV_067,stable,0,9.368264657426515,-8.489313246052811,-11.071988594459045,-0.5431214879590683,-2.27576175439544,2
dev,DEV_068,unstable,1,17.20317855112846,-14.701174575729064,-10.267716416260352,-3.6604282218669324,-0.9293619854819476,2
dev,DEV_069,unstable,1,11.300832607151069,-5.187002592529548,-5.906370453019662,1.1278957646105483,2.9453740452194177,2
dev,DEV_070,unstable,1,13.396062028216951,-4.65440553650515,-11.093957243244548,0.020077225615999682,-1.8911978892895465,2
dev,DEV_071,unstable,1,3.0309146866945746,-8.07744068609638,-0.4754848405339026,4.712927126451686,5.275314663464011,3
dev,DEV_072,stable,0,3.1519670007476153,6.271560553560442,-5.305485140865463,3.542003606107839,-2.175498354679016,1
dev,DEV_073,unstable,1,15.985245636935923,-6.86897330573252,-2.89950952368401,1.9768320242407325,-5.317802146569148,2
dev,DEV_074,unstable,1,17.265889212565074,-3.7663646671081676,-2.0172515503530017,4.9964261149248745,-4.040652149253888,2
dev,DEV_075,unstable,1,5.184113764659634,-3.027565978227924,-3.0365617670510447,5.566453279580317,4.423185660750484,2
dev,DEV_076,unstable,1,13.029218133482697,-8.78593444991155,-6.420958305515192,5.989842602685449,0.6112502135965755,2
dev,DEV_077,unstable,1,3.320321560201515,-11.817565411695199,-2.4630892214741933,1.9905400048219009,6.657646112367642,3
dev,DEV_078,stable,0,11.903882301139953,-14.138874248248941,-10.717592282342377,-1.722358278137061,-1.1173246899806748,2
dev,DEV_079,unstable,1,5.996304550431835,1.391929255926492,-7.23040132886702,3.9660365382728595,4.317422649326284,1
dev,DEV_080,unstable,1,13.01801019241735,-6.010033746541621,-7.136402066043305,5.771654153279096,2.8687165949642304,2
dev,DEV_081,unstable,1,10.594647004982686,-10.04600887030332,-6.260380175572064,-1.260705156895083,-2.9183488426643582,2
dev,DEV_082,unstable,1,7.0458552755487815,-14.147673235381408,-7.115454589576871,-0.09143032235779167,6.55464509470575,2
dev,DEV_083,stable,0,9.723088841617136,-10.941966628783216,-11.889639895315891,-4.047844958619954,-0.5032156276663777,2
dev,DEV_084,stable,0,12.434091843311753,-18.190031225160414,-12.31999654135794,2.4963794521878997,4.732756080199146,2
dev,DEV_085,stable,0,10.247632143563544,3.8409899149921376,-9.131629332263367,3.34209445817577,-4.574018252514739,2
dev,DEV_086,unstable,1,19.3900246850577,-4.633719113252322,-5.432213381340681,1.1905108796943775,-2.813942872265299,2
dev,DEV_087,stable,0,8.819022447131863,2.5733877149724207,-6.962774955375152,-2.2471667414735017,-0.9294164620039569,2
dev,DEV_088,stable,0,11.705481359407697,6.595344967470829,-9.402287045228615,8.169091994121846,2.180543991435379,2
dev,DEV_089,stable,0,19.366702804452302,-5.041932509092964,-12.22502555965931,-0.6847640806811112,-3.193327838029771,2
dev,DEV_090,unstable,1,5.170396474192396,-13.351110344433696,-6.505615256007457,-0.4432468270518282,-1.9336685703740406,2
dev,DEV_091,unstable,1,18.157241025652763,-7.953968359513193,-8.680215027609558,5.048165627081481,3.4629497956668907,2
dev,DEV_092,unstable,1,16.383289524738167,-13.617039534502037,-11.22829804892171,-1.3430694890145165,-2.356392929042501,2
dev,DEV_093,unstable,1,5.164951119234361,-10.925171152478763,-7.09708115357814,-0.7956170133008419,-3.586120730776912,2
dev,DEV_094,unstable,1,-0.404720530728139,-8.835630961192361,-0.9898862629215422,3.1414170795290572,2.612347539117922,3
dev,DEV_095,stable,0,15.964882403320425,-9.06633142237139,-12.220224747986814,-0.7511768280412461,-0.8553263177939678,2
dev,DEV_096,unstable,1,14.348190203878415,-7.959236927200134,-8.168035696410184,-1.7366553431200034,1.174369533303229,2
dev,DEV_097,unstable,1,15.063461411854437,-8.11615590899391,-11.110128087920884,-3.2551239360460533,0.6578582390960269,2
dev,DEV_098,stable,0,14.515428176283814,-1.8283888216871897,-11.067689044982535,-0.638205915626773,-0.16047525831924783,2
dev,DEV_099,unstable,1,10.283250246234068,-7.500923468185019,-11.059109810255853,-0.6297110900809998,-3.1423573592834186,2
dev,DEV_100,unstable,1,20.67908452019157,-6.989703275021979,-9.752267191668906,3.3645534849584884,-5.676322318774754,2
train,TRAIN_0001,unstable,1,3.3613370064703427,2.3597178161138483,4.278417686321589,0.488117957559825,5.791839227232827,0
train,TRAIN_0002,unstable,1,0.4914152159010874,7.4480770820540805,0.4584389932158312,8.101223446026625,0.7134328600879085,1
train,TRAIN_0003,unstable,1,-5.469414315613851,-8.384749256081045,2.917051188321364,0.7534621004916394,-4.233148328191134,3
train,TRAIN_0004,unstable,1,-2.4536077933804825,-7.979601357429749,3.67596533113166,-2.3966441392701165,-2.4986324683460786,3
train,TRAIN_0005,stable,0,-6.525366323353652,-6.906692144969142,1.1912452305130024,-3.2805213600445713,-1.3481195705057545,3
train,TRAIN_0006,unstable,1,2.3490267318632063,1.2112642598440186,3.179071053187567,-4.930257370810348,-0.08751745546224067,1
train,TRAIN_0007,unstable,1,7.573333726257726,-0.2931655971941475,7.382566466818015,2.4769094957690805,-5.781077298198441,0
train,TRAIN_0008,unstable,1,2.4398826756628806,3.655861554856208,2.5245663870445116,1.4083326462447663,-3.251166031939485,1
train,TRAIN_0009,unstable,1,-4.721061060479986,-7.2201923664670895,1.7960646425104994,-3.1896748070242684,-1.2297122193498022,3
train,TRAIN_0010,stable,0,1.23517791521528,4.214378619135491,0.4479372617809283,-5.5611328167844265,1.8864043205025252,1
train,TRAIN_0011,unstable,1,-5.380392056199713,-6.92286180348822,2.346559107180666,4.452363212496735,3.34731627861421,3
train,TRAIN_0012,stable,0,-2.0239629384953237,6.064643119030048,-0.6777415807311606,-0.18708593369062526,-4.024069063068205,1
train,TRAIN_0013,unstable,1,5.381725597084517,1.7052009011315814,3.3742145291500507,-0.07756659324320252,7.321495286515541,0
train,TRAIN_0014,unstable,1,1.5739813507306273,5.025516428230741,1.3913305583381133,0.16668482574928922,7.669249721906826,1
train,TRAIN_0015,unstable,1,-4.915002950426903,-6.444522419811001,1.4026993904775114,2.598482930441034,5.006525093027655,3
train,TRAIN_0016,unstable,1,-5.353308152128105,-6.750137100024733,1.3064501168408607,-1.6846558875913178,-2.5347678466300922,3
train,TRAIN_0017,stable,0,-5.038213406530887,0.7729860406764246,-1.693857461915867,-1.4567527578212265,-1.9623283032158507,1
train,TRAIN_0018,unstable,1,-0.43381628275332007,4.037005548162478,1.1152438274710312,2.792750749167167,-4.097787298788225,1
train,TRAIN_0019,unstable,1,8.820233553701193,1.7836196521249854,5.401683765685389,-6.759830181189537,2.7464817356398985,0
train,TRAIN_0020,stable,0,-1.7795651654743856,3.730342276448572,-0.24335177463016341,3.747587131475203,2.378983614525727,1
train,TRAIN_0021,unstable,1,8.287998725718325,-0.18152529656570515,5.279669297824577,-2.571255106644912,-0.10177036251515223,0
train,TRAIN_0022,stable,0,-6.960332144890647,-6.51403986569068,-0.2225941493728456,-2.8139603536346365,-1.5597791627527,3
train,TRAIN_0023,stable,0,0.1438771862837778,3.8793233944956578,-0.4652511695251737,1.4588831773121491,6.472918547461403,1
train,TRAIN_0024,stable,0,-1.4678974607539874,4.547063604074848,-1.0818237368540335,0.0524683541014082,-4.025429520170541,1
train,TRAIN_0025,stable,0,-6.794296802112148,-6.028322427649604,0.2732965918198618,-2.2964108201997186,-2.2294928398587968,3
train,TRAIN_0026,stable,0,-2.3167140056469315,3.9062071113240178,-0.5275832817834001,3.838974487988855,2.1906006467274355,1
train,TRAIN_0027,stable,0,-0.44293958918104315,7.005001466158893,-2.152309455914591,0.9933010193655261,-4.202219247948712,1
train,TRAIN_0028,unstable,1,1.0879444954804123,5.0420258321471,1.1579745766014387,0.08181253583358122,7.7736796723024115,1
train,TRAIN_0029,unstable,1,-1.466623384046502,5.140202471049489,-0.23124893874767302,6.336297031412327,1.549657838229211,1
train,TRAIN_0030,unstable,1,-5.2269639428333,-7.047382450765661,0.9839445016354473,-2.5502063413353264,-1.1673973707118461,3
train,TRAIN_0031,stable,0,-1.564048593311257,3.864536969994907,-0.4142991462852011,3.8119376129146523,2.177777143692637,1
train,TRAIN_0032,stable,0,-5.6422205535487535,6.846070204113486,-4.081636083575932,1.0097187421282388,-3.0933581414247686,1
train,TRAIN_0033,unstable,1,12.477438207140024,0.7203605695486623,6.984152695899685,-0.7265973661568426,-0.8056750831489746,0
train,TRAIN_0034,unstable,1,-2.9778315960189086,-6.861189398815689,3.006037239462042,3.1867833791999236,4.144744956160776,3
train,TRAIN_0035,stable,0,-7.072760435314385,-6.4589822303404265,0.3278759590691129,-2.4279305144286645,-1.3736053627932856,3
train,TRAIN_0036,stable,0,-7.355642680315628,-4.383110826247557,-0.46744613346854746,-2.1461422966126484,-0.8350007438076071,3
train,TRAIN_0037,unstable,1,5.837007241737872,-6.663557150291884,8.709391613336111,0.9776589263407032,-3.8784290745417778,0
train,TRAIN_0038,unstable,1,-3.7781749206406805,-5.363292425441487,2.051677506771895,3.5926777308053013,4.532423306614762,3
train,TRAIN_0039,unstable,1,-5.0892096563563065,-7.385997416405769,1.7950536229016993,-3.1903199592279203,-1.6040580914022906,3
train,TRAIN_0040,stable,0,-6.655669243436634,-5.542887129700734,0.10685746068682458,2.4703971609250943,5.305725259349987,3
train,TRAIN_0041,stable,0,0.7306866709637103,2.3568505119337964,1.302809126922114,-4.89365172265066,0.31187536988865316,1
train,TRAIN_0042,stable,0,-1.5956445519948899,4.7645619547757745,-1.012280179274002,-0.141584645208751,-4.149768824021976,1
train,TRAIN_0043,stable,0,1.7054168404752406,5.852699347048348,-0.41802891909794676,-6.681102235101682,3.9394810564817986,1
train,TRAIN_0044,unstable,1,-5.123833892801356,6.751669825951147,-3.510648228360856,6.230095797350166,1.641184352923545,1
train,TRAIN_0045,stable,0,-4.9909076772504095,1.1781437528858822,-2.2501742335447332,-1.6301468114386664,-2.2025784157498847,1
train,TRAIN_0046,stable,0,-6.46850527905675,-7.035669315671343,0.9003953138346646,-3.294204379716923,-0.9869278359677361,3
train,TRAIN_0047,unstable,1,-1.2157369074141497,5.631718826005151,0.5145789574608215,2.336884922485618,-3.6517409862874164,1
train,TRAIN_0048,stable,0,-1.1917672146994063,8.671983871911333,-2.3240545621302555,0.9262257671199305,-5.003813210678399,1
train,TRAIN_0049,stable,0,-5.6434306166712345,3.348402228124368,-2.652305227046821,-0.3886463724651821,-3.480793113623529,1
train,TRAIN_0050,unstable,1,-6.695922848363927,-5.899139549827376,0.7813711595367536,2.653365763247893,3.313866717337537,3
train,TRAIN_0051,unstable,1,12.910206162293077,-5.686113477149184,12.955316543634233,12.571874552393217,-1.5314495416785867,0
train,TRAIN_0052,unstable,1,-4.370917070741184,-7.854821911163742,2.5685085652712667,-0.6562740128151258,-2.870665335353083,3
train,TRAIN_0053,stable,0,-6.727160656755062,-6.283208290166961,-0.15562751912747178,2.340945425251285,5.227033306078488,3
train,TRAIN_0054,unstable,1,-2.653453632156124,-6.775309841548229,2.701481651257464,3.6508170033858818,5.20145642310379,3
train,TRAIN_0055,stable,0,-2.1536958586503063,3.5353730792264426,-0.24166832376001413,3.6701143592159284,2.2985491365284503,1
train,TRAIN_0056,stable,0,-7.693208965482607,-5.421002958461922,-0.40054450821449017,2.358398832597538,4.030382333869156,3
train,TRAIN_0057,unstable,1,-0.11188474764610701,6.51425901892929,0.839193903982469,10.802022150362575,-0.9106089447818008,1
train,TRAIN_0058,stable,0,-5.333123069361527,2.932640056243444,-2.5049051107880405,-0.22559388710773348,-2.9688336696608606,1
train,TRAIN_0059,stable,0,-5.098459956158411,3.575074517944167,-3.8684618840920146,4.704983341197915,3.986040138470478,1
train,TRAIN_0060,unstable,1,3.442594976095644,5.440652051043711,0.2467511121585821,-6.671912667043396,3.1793223605462364,1
train,TRAIN_0061,stable,0,-5.704117062429478,7.039324762596526,-3.8188907336966054,0.7634320057760441,-2.889241262774476,1
train,TRAIN_0062,stable,0,-7.4219242293496785,-4.748249681341683,-0.3318638785892485,-2.1001139818598764,-1.3829757291847293,3
train,TRAIN_0063,stable,0,0.7928635353097268,4.071208882200698,0.2525689349449021,-0.8563297333506658,8.504337623778108,1
train,TRAIN_0064,stable,0,-5.4760778464891535,3.221755239891227,-3.217393308960386,-0.9531042466528966,-2.218471198025486,1
train,TRAIN_0065,unstable,1,-2.3085530151502027,-6.373806425051856,3.0506952341328373,3.693358353468345,5.5327947092777485,3
train,TRAIN_0066,unstable,1,9.44801946980257,4.120713768849769,9.379153710897636,12.607118194424043,-3.0945741196431347,0
train,TRAIN_0067,unstable,1,-1.5606968073787932,-7.902251173652022,2.752083213927093,-4.72713518104983,1.1738946166030606,3
train,TRAIN_0068,unstable,1,3.0348414793389407,5.581129118883093,1.066633022755192,-6.4480950531538985,3.674008945993428,1
train,TRAIN_0069,stable,0,-4.091682609103389,1.5180133445804198,-3.002248079615624,-0.6041120509426042,-2.180201459368899,1
train,TRAIN_0070,unstable,1,7.44260386051695,1.224646761924283,3.9811578849963167,-0.24961502212006406,-2.731628179651966,0
train,TRAIN_0071,stable,0,1.300657157576097,1.8968627873472388,1.2025133753934458,-5.6565375212654585,0.9280137291286347,1
train,TRAIN_0072,unstable,1,-2.6530653897281837,-6.85715782026732,2.418445563141231,3.3581458236866975,3.4558919112534787,3
train,TRAIN_0073,unstable,1,7.041699274400293,1.8826000262311486,5.40406825128351,4.170491451039424,3.2982704968916465,0
train,TRAIN_0074,unstable,1,-4.8624427265739305,-9.144215499538058,3.064216494098228,0.7136944417795374,-4.335432640583222,3
train,TRAIN_0075,stable,0,-4.842609344584375,0.5833235410609037,-2.144116949957516,-1.6267469128254022,-1.8334586216988746,1
train,TRAIN_0076,stable,0,-5.946228127943385,5.428966184156758,-3.387225990137524,5.091502885784411,2.9596130933337648,1
train,TRAIN_0077,unstable,1,-1.3507774003799264,3.5984067611475257,0.9252394918645734,1.3932850858158945,-4.411077087318925,1
train,TRAIN_0078,stable,0,1.0716951989738384,3.8198245439382754,0.8481206940631899,-5.12769800219599,0.9776675333205062,1
train,TRAIN_0079,unstable,1,12.039311014387696,2.294387269212375,7.825895216980203,-0.5717769302016701,-0.07286069338949124,0
train,TRAIN_0080,stable,0,0.5771203472438629,5.216195903565616,0.16009614997661772,-1.173181683565612,8.139255323459802,1
train,TRAIN_0081,unstable,1,7.862727896783919,0.08467770366258937,5.722610612492772,0.43972485344703505,-2.848832351889033,0
train,TRAIN_0082,stable,0,-0.8683263572253203,10.041421059140136,-3.0006067818706215,1.3057339228805236,-4.347100523137527,1
train,TRAIN_0083,stable,0,-1.5815022131295773,8.463076569704324,-2.943102322342168,1.03987116493549,-4.824630680689431,1
train,TRAIN_0084,stable,0,-6.522871285621507,-6.456493901914518,-0.41316836282680836,2.256101098455872,5.922751210182775,3
train,TRAIN_0085,stable,0,-5.475532180370568,3.1932637863264657,-3.3184578605997035,-0.499274491453391,-3.01701656465529,1
train,TRAIN_0086,stable,0,1.4617199206684135,6.613664133002165,-0.45131636313663226,-6.734295550950516,3.741521229336018,1
train,TRAIN_0087,unstable,1,1.757885008421107,4.294820891079749,1.4958386747837955,0.39090892252712095,6.825214396469773,1
train,TRAIN_0088,unstable,1,13.07382378605319,2.5659254362792563,6.974652268131819,-0.3016216203032773,-2.060356707673742,0
train,TRAIN_0089,unstable,1,4.921202699545931,-1.8413400971351856,6.015912636741631,-3.2520166006593647,-1.9682615267932884,0
train,TRAIN_0090,stable,0,-4.600358799837888,1.4034639528544746,-1.9829673042688922,-1.6792384526802837,-1.6873561176787653,1
train,TRAIN_0091,stable,0,-1.6015928159118555,5.133185744904856,-1.769576856804108,0.27217992824194226,-4.151027080511443,1
train,TRAIN_0092,stable,0,-6.6767560705525755,-6.512926248192569,0.216446167690157,2.2358484813153874,5.717371438914103,3
train,TRAIN_0093,unstable,1,7.665647478903424,-1.514268671326951,9.31204849274437,5.322567072925853,-6.969511663154052,0
train,TRAIN_0094,stable,0,-6.231356857776156,-7.599721709559385,0.7749189011292636,-3.5054854688139225,-1.3658774611772126,3
train,TRAIN_0095,unstable,1,-2.277381150952595,2.68606944394975,0.23875241221721683,0.10673929743079873,-2.8530988743205516,1
train,TRAIN_0096,stable,0,-5.544532648728074,3.658204751388918,-3.099507346403769,-0.4811143260012143,-3.012880020566695,1
train,TRAIN_0097,unstable,1,-3.3423586679357755,0.6861539787888468,-1.260134135710526,0.09215773325289571,-2.736973896207166,1
train,TRAIN_0098,stable,0,-7.759719617370234,-7.142889463456142,0.49276299860319567,4.061687386977317,3.8837444144733624,3
train,TRAIN_0099,stable,0,-5.541985886452669,-7.7205361547734634,0.5530396447015353,-2.6404879674695234,-1.5793698636011821,3
train,TRAIN_0100,unstable,1,-4.478417644458111,4.792644836426378,-3.094659982335412,5.593750725565241,3.4857902516392842,1
train,TRAIN_0101,unstable,1,2.8900438417115177,3.6571398645238973,2.0396821408692425,1.5631596516601942,-4.495990580655512,1
train,TRAIN_0102,stable,0,-6.217042899406711,-7.667828799836612,0.6555044826600728,-3.475940448509154,-1.3878324486613915,3
train,TRAIN_0103,unstable,1,2.5518932519156725,5.200743117971969,0.2077807454383817,-6.570802022591961,3.9235245920677486,1
train,TRAIN_0104,stable,0,-1.4483355245366436,8.6153792973672,-2.787524776152852,5.6089159582099635,1.5109528051937988,1
train,TRAIN_0105,unstable,1,7.925577068126349,0.21448183258555806,4.9016963284882165,-2.7451536180050216,-1.4206045194370265,0
train,TRAIN_0106,unstable,1,12.09202195135835,2.870981586579563,6.430285888890644,0.0034579191684569635,-2.4147661697076264,0
train,TRAIN_0107,unstable,1,-2.863918582436086,-7.983620719722048,3.206220987197219,-3.8907505936847024,-1.0339595314743606,3
train,TRAIN_0108,unstable,1,3.557567808889395,5.844823445922438,0.15206780504444886,-7.333581991571,3.739416233440665,1
train,TRAIN_0109,stable,0,0.9491332542974217,1.5052983374916171,1.3382895788864182,-5.487757331715454,1.2722048974504374,1
train,TRAIN_0110,unstable,1,-5.144236539737117,-6.650904058557728,1.1148187505494245,-2.426692514290046,-1.8913657184223138,3
train,TRAIN_0111,unstable,1,4.819447750091125,1.1067243550386672,5.091281754498584,-4.677147767677036,0.042804833388963334,0
train,TRAIN_0112,unstable,1,-1.6573435513807533,-0.19382295624947724,0.32084311545828265,-0.7398020218684468,-2.4248803199418525,1
train,TRAIN_0113,unstable,1,0.8626876002204065,5.133221566217091,1.591183712175362,0.7249504005031866,6.5930733440963705,1
train,TRAIN_0114,unstable,1,2.7210622282339596,5.169080491785382,0.27481524958458264,-6.419298316550679,3.561082735077856,1
train,TRAIN_0115,stable,0,-1.8764274347768393,7.956170445182191,-2.3492814378243927,5.840283632419661,1.0626856640178686,1
train,TRAIN_0116,stable,0,-1.7575858783427156,8.498027664829394,-2.926080937030304,0.5724553712305641,-4.067452550697214,1
train,TRAIN_0117,stable,0,-1.375171907406392,8.219748347946465,-2.7942579611513922,0.9246846463283948,-4.673471056176514,1
train,TRAIN_0118,unstable,1,2.382408775917104,5.96298711482849,0.16734125246346865,-6.9655926856864125,3.544709848097349,1
train,TRAIN_0119,unstable,1,9.971750399893418,1.6738094539117754,5.2942117849482555,-0.025506169656846933,-2.395006265014229,0
train,TRAIN_0120,stable,0,-0.6933792395934203,6.531826310345156,-2.4084385111550755,0.6032760572212748,-4.061340288819697,1
train,TRAIN_0121,unstable,1,1.6766532658503992,3.507948695613271,1.77285996001991,-5.34219798952986,2.403789772070867,1
train,TRAIN_0122,stable,0,-5.127359703347554,0.4215914163427738,-2.1899243272514943,1.5010483235193772,-3.8378855782397006,1
train,TRAIN_0123,unstable,1,6.7905469968156575,0.5449451719613837,9.226910211991953,5.925489322533697,-7.191485421997666,0
